ゆうげん	間違えた
2024/03/29(金)
19:44	ゆうげん	よかったよかった
19:44	ゆうげん	準備完璧やね

2024/03/30(土)
08:40	ゆうげん	荷物とっていってます
08:40	ゆうげん	ついでに紙ごみ捨て
20:07	あすか 11/19 8/11	[写真]
20:07	あすか 11/19 8/11	[写真]
20:07	あすか 11/19 8/11	[写真]
20:07	あすか 11/19 8/11	[写真]
20:07	あすか 11/19 8/11	[写真]
20:07	あすか 11/19 8/11	[写真]

2024/03/31(日)
11:24	ゆうげん	混んでて遅れてる
11:32	あすか 11/19 8/11	どれくらい？
11:33	ゆうげん	いま
11:33	あすか 11/19 8/11	今受けとったってこと？
11:36	ゆうげん	帰ってる
11:36	ゆうげん	あと3分
11:36	ゆうげん	初めてt
11:36	ゆうげん	て
11:36	ゆうげん	もうつく
12:21	あすか 11/19 8/11	ケーキ3つあるから誰か食べたい人食べてーー
12:21	あすか 11/19 8/11	私いらん！
13:04	ゆうげん	まだそれどころじゃない
14:46	あすか 11/19 8/11	"17:10以降ミルク140

全然寝れてないから寝れるように頑張ってあげてーー"
14:51	ゆうげん	そんな時間かかるのか
15:11	あすか 11/19 8/11	わからんけど
15:11	あすか 11/19 8/11	"お義母さんらは大丈夫？
ミアちゃんもおるし
時間気にしてあげてね"
15:35	ゆうげん	まだ大丈夫やわ
15:35	ゆうげん	うい
16:08	ゆうげん	もう帰るで
16:55	あすか 11/19 8/11	今終わった
16:59	ゆうげん	天気大丈夫?
17:04	あすか 11/19 8/11	大丈夫
17:04	あすか 11/19 8/11	晩ご飯どーしよ
21:27	あすか 11/19 8/11	[写真]
21:27	あすか 11/19 8/11	[写真]
21:27	あすか 11/19 8/11	[写真]
21:27	あすか 11/19 8/11	[写真]
21:27	あすか 11/19 8/11	[写真]
21:27	あすか 11/19 8/11	[写真]
21:27	あすか 11/19 8/11	[写真]
21:27	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]
21:28	あすか 11/19 8/11	[写真]

2024/04/01(月)
16:05	あすか 11/19 8/11	☎ 通話時間 0:51
16:09	ゆうげん	17:00に
16:09	ゆうげん	戻ってきてな
16:10	ゆうげん	荷物andご飯取りに行くから
19:12	ゆうげん	気をつけて
19:12	ゆうげん	帰ってな
19:36	ゆうげん	どうやった?
20:43	あすか 11/19 8/11	鼻水がめっちゃ出てるって感じやった、薬もらった

2024/04/02(火)
12:51	ゆうげん	昨晩どうやった？
15:34	あすか 11/19 8/11	寝れてた
15:38	ゆうげん	よかったよかった
16:13	ゆうげん	24000
16:13	ゆうげん	振り込んだ
16:13	ゆうげん	先月使わなかったお金
22:23	ゆうげん	あすか
22:24	ゆうげん	週末は一緒にさくらみて
22:24	ゆうげん	お花見しよ
22:24	ゆうげん	4人で
22:40	あすか 11/19 8/11	いけたらいこ
23:03	ゆうげん	行かん人のセリフやん
23:10	あすか 11/19 8/11	色々状況わからんからさw
23:10	ゆうげん	まあせやけど
23:10	ゆうげん	せっかくやし
23:10	ゆうげん	行きたい
23:10	ゆうげん	家族で

2024/04/03(水)
09:13	あすか 11/19 8/11	色んな状況的にいけたらね
09:21	ゆうげん	うん
09:21	ゆうげん	アスカのピクニック弁当食べたい

2024/04/05(金)
22:25	あすか 11/19 8/11	そういえば
22:26	あすか 11/19 8/11	レジャーシートなんかカビ生えてるみたいになってたで
22:26	ゆうげん	え
22:26	ゆうげん	どこに置いてたっけ
22:26	あすか 11/19 8/11	1階の収納クローゼット
22:27	ゆうげん	"使って
洗わず風通しの悪いとこ置いてたからか"
22:27	ゆうげん	取れそうな感じ❓
22:27	ゆうげん	取れそうなら明日洗うけど
22:28	ゆうげん	お風呂場おいとおてほしい
22:31	あすか 11/19 8/11	[写真]
22:31	あすか 11/19 8/11	こんなん
22:31	あすか 11/19 8/11	[写真]
22:31	あすか 11/19 8/11	とりあえずここ置いてるけど
22:32	ゆうげん	ふむ
22:32	ゆうげん	置いといてー
22:32	ゆうげん	洗う

2024/04/08(月)
10:37	ゆうげん	大阪揺れた？
10:37	ゆうげん	大丈夫?
20:24	ゆうげん	あすか
20:25	ゆうげん	次帰る時はアスカの得意ご飯とデザート食べたいな
20:25	ゆうげん	(^∪^/🍚)
20:25	ゆうげん	なんやこの顔文字
20:28	あすか 11/19 8/11	揺れたとしても気付いてない
20:28	あすか 11/19 8/11	デザートってなんや
20:29	ゆうげん	お菓子系
20:29	あすか 11/19 8/11	リビングの子どもスペースと寝室どーしよ
20:29	あすか 11/19 8/11	お菓子作りの時間をくれるなら
20:29	ゆうげん	とりあえず柵かお
20:29	ゆうげん	寝室はすのこ引いてみよ
20:30	あすか 11/19 8/11	プレイマットは？
20:30	あすか 11/19 8/11	どゆこと？
20:30	ゆうげん	すのこ引いてウォークインの扉に影響ないか見たり
20:30	ゆうげん	しないと
20:31	ゆうげん	マットはまあええよ買って
20:31	ゆうげん	ただ最安値死ぬほど探して
20:31	ゆうげん	https://www.perplexity.ai/search/2-8PLZ3g.5TL2BJCQZFGOhEw
20:31	ゆうげん	ふむ
20:32	あすか 11/19 8/11	[写真]
20:32	あすか 11/19 8/11	[写真]
20:32	あすか 11/19 8/11	そーいう問題じゃないねんなー。。こういう環境にしたい
20:33	ゆうげん	この段差あったら今と変わらんくない?
20:33	ゆうげん	やるならすのこにマットレスやろうけど
20:34	あすか 11/19 8/11	今の段差と全然違うよ、高さが
20:34	あすか 11/19 8/11	なにこれ？？
20:34	ゆうげん	俺とaiの会話
20:35	ゆうげん	友達がおらん俺にはちょうどいい話し相手
20:36	あすか 11/19 8/11	おもろw
20:36	ゆうげん	冷静に諭されてるわ
20:36	ゆうげん	さとされ
20:37	あすか 11/19 8/11	読めるわ
20:37	あすか 11/19 8/11	どーゆうこと？冷静に諭されてるわて
20:37	あすか 11/19 8/11	碧が寝返りし出すまでにどーにか出来たら嬉しいなぁ寝室も
20:38	ゆうげん	"きちんとアドバイスされて
過剰には控えて
相手の気持ちにたって
って"
20:38	ゆうげん	寝返りなんてあと1ヶ月もないから急がないと
20:41	あすか 11/19 8/11	碧なんか遅そうな気もするけどまぁあと1ヶ月ほどやろなぁ多分
20:41	あすか 11/19 8/11	ww
20:41	ゆうげん	"とりあえず
今のベッドはまだ捨てれない
から
ベッド同士を重ねて１個置いとく
横にすのこ2でマットレスにする"
20:41	ゆうげん	これがいいと思う
20:42	ゆうげん	aiくんは優秀やからな
20:42	ゆうげん	リサーチに相談になんでも使えるで
20:46	あすか 11/19 8/11	ベッド同士を重ねて1個置いとくとは？？
20:51	ゆうげん	敷布団どけたフレームだけのベッドをかさねる
20:51	ゆうげん	スペースが空くのですのこ2こひく
20:52	ゆうげん	それに合うマットレス買ってひく
20:52	ゆうげん	蒼が成長したらフレーム戻す
21:06	あすか 11/19 8/11	そやって置いとくの危ない気する…
21:06	ゆうげん	足だけ外すとかやな
21:06	ゆうげん	とりあえず一時的にしまう場所を探したい
21:07	ゆうげん	さすがに捨てるのは早すぎる
21:21	あすか 11/19 8/11	まぁ捨てるのはあれやけど
21:21	あすか 11/19 8/11	考えなあかんな
21:21	ゆうげん	うむ
21:21	ゆうげん	ただマットレスはどっちにしろ必須やから
21:22	ゆうげん	"マットレス
柵
キッズマット
はかっていいとおもう"
21:22	ゆうげん	一応値段計算してね

2024/04/09(火)
09:33	あすか 11/19 8/11	また見てみる
09:34	ゆうげん	ありがとう
20:12	ゆうげん	一応候補のアイテム全部写真貼っといて
20:48	ゆうげん	あと二重とホワイトニングも
20:48	ゆうげん	調べててな
20:49	ゆうげん	あすかににっこり笑って欲しい

2024/04/10(水)
09:30	あすか 11/19 8/11	[写真]
09:30	あすか 11/19 8/11	[写真]
09:30	あすか 11/19 8/11	[写真]
09:30	あすか 11/19 8/11	[写真]
09:30	あすか 11/19 8/11	[写真]
09:30	あすか 11/19 8/11	物はこれやねんけど品切れとかもしてるからまたみる
09:34	ゆうげん	柵の値段がわからん
09:35	あすか 11/19 8/11	それが品切れで値段出てない
09:45	ゆうげん	おけ
09:46	ゆうげん	マットたけえな
20:04	あすか 11/19 8/11	うん

2024/04/11(木)
07:22	ゆうげん	柵だけでも
07:22	ゆうげん	先探して買っときたいな
07:22	ゆうげん	マットレスも欲しいけど
07:23	ゆうげん	俺がおる時の方が設置できるか？
07:52	あすか 11/19 8/11	そーやなー
07:52	あすか 11/19 8/11	なぁこれめっちゃ悩ましい
07:52	あすか 11/19 8/11	[写真]
07:52	あすか 11/19 8/11	4/26初めての参観……
07:54	ゆうげん	悩ましいとは?
07:55	ゆうげん	ああ
07:55	ゆうげん	有馬と被るのか
07:55	あすか 11/19 8/11	そーやねん
07:55	あすか 11/19 8/11	こっち見たすぎる、参観……
07:56	ゆうげん	うーん
07:56	ゆうげん	よりによってなぁ
07:56	あすか 11/19 8/11	この初めの参観ってまだ慣れてるような慣れてないようなでこの時にしか見られへん姿やと思うねんなー、、
07:56	ゆうげん	別にやろうと思えば
07:57	あすか 11/19 8/11	昨日もずっと泣いてたらしいし今日も水筒用意してたら「幼稚園行く？😭」てw
07:57	ゆうげん	有馬▶︎参観▶︎神戸行けるけどな
07:57	あすか 11/19 8/11	外泊からの参観は厳しいやろ、、
07:57	ゆうげん	泣いてたとは?
07:57	あすか 11/19 8/11	昨日から行ってるこども園
07:58	ゆうげん	なるほど
07:58	ゆうげん	泣いてたのか
07:58	あすか 11/19 8/11	迎えに行った時も先生の横にピッタリくっついてしくしくしてて、私の顔見た瞬間泣いてた
07:58	あすか 11/19 8/11	そんなナギのはじめての参観見たすぎる
07:59	ゆうげん	"まあ
任せる"
07:59	ゆうげん	俺はお金周りとか見ちゃうから
08:03	ゆうげん	[写真]
08:03	ゆうげん	[写真]
08:03	ゆうげん	7.6万の20%やから1.5万
08:03	ゆうげん	キャンセル料
08:08	あすか 11/19 8/11	んー、、、
08:08	あすか 11/19 8/11	気持ちとしては参観行きたいんやけどな
08:09	ゆうげん	木金▶︎金土にずらせないかかな
08:11	あすか 11/19 8/11	宿泊先？
08:14	ゆうげん	参観▶︎有馬▶︎神戸ルート
08:23	ゆうげん	この後電話で聞いてみる
08:24	ゆうげん	あとキャンセル料はかからんわ
08:24	ゆうげん	3日前からかかる
08:25	ゆうげん	ずらせるならずらしてもいい?
08:26	あすか 11/19 8/11	うん、ずらせるなら
08:26	ゆうげん	わかった
08:26	ゆうげん	ずらした時用のプランまた考えないとな
08:27	ゆうげん	[写真]
08:27	ゆうげん	ちなみにこの金額
08:27	ゆうげん	1.5万値上げ
08:27	ゆうげん	まあナギの参観見れるなら遥かに安いな
08:28	ゆうげん	"11:30に家出て
12:30に向こう着く

当初予定の2時間ずらしぐらいか"
08:29	ゆうげん	まああんまスケジュール変えんでもいいかもな
09:05	あすか 11/19 8/11	とりあえずずらせるかどうか、、
09:15	ゆうげん	ずらせるっぽい
09:15	ゆうげん	そして何故か安くなりそう
09:55	あすか 11/19 8/11	ぽい？
09:55	あすか 11/19 8/11	そーなん？
10:16	ゆうげん	"ずらせる▶︎確定
内容も引き継ぎ▶︎確定
何故か安くなる▶︎これはメール作ってもらってる"
10:49	あすか 11/19 8/11	4/26~27の旅行になったてことよな
10:49	あすか 11/19 8/11	"内容引き継ぎ確定てのは、
貸切風呂とか部屋食とか？"
10:49	ゆうげん	それもナギのご飯も
10:49	ゆうげん	一応メールで全て書いてもらう
10:49	ゆうげん	まだ届いてない
12:42	ゆうげん	ナギは
12:42	ゆうげん	大丈夫そう?
14:38	あすか 11/19 8/11	うん
15:01	ゆうげん	良かった

2024/04/12(金)
23:17	ゆうげん	[写真]
23:17	ゆうげん	1万円安なった
23:17	ゆうげん	ナギの参観楽しみ

2024/04/13(土)
00:08	ゆうげん	あすか
00:08	ゆうげん	すき
20:25	あすか 11/19 8/11	[写真]
20:25	あすか 11/19 8/11	これもし見かけたら欲しいなぁぁ
20:27	ゆうげん	おけ
20:27	あすか 11/19 8/11	なかなかないっぽいけど
21:31	ゆうげん	あ
21:31	ゆうげん	ファミマしかないのね
21:32	ゆうげん	今から買い物行くから見てみる
21:55	ゆうげん	"1件目
なし"
21:56	ゆうげん	売り切れてるとかじゃなくてそもそも陳列スペースなさげ
22:01	ゆうげん	2件目なし
22:03	ゆうげん	売ってんのマジで
22:03	ゆうげん	気配がない
22:03	あすか 11/19 8/11	バズってて手に入らないって書いてるで
22:03	あすか 11/19 8/11	たまたま見かけたらって言うお願い
22:03	ゆうげん	"棚にその札すらないから
みそきんみたいになってそう"
22:04	ゆうげん	おけ
22:26	ゆうげん	明日暇やしランニングがてらに
22:26	ゆうげん	何店舗か見てみる

2024/04/14(日)
18:00	あすか 11/19 8/11	なかなか手に入らんみたいやもんなぁ
18:01	ゆうげん	今日も秋葉の三店舗見たけどない
18:01	ゆうげん	無理っぽい
18:01	ゆうげん	意外と通販の方がありそう
19:05	あすか 11/19 8/11	東京はもうなさそうやでなw
19:05	あすか 11/19 8/11	関東限定やけど特に東京はなさそう
19:48	ゆうげん	帰るまでに
19:48	ゆうげん	ちょくちょく探してみる
19:48	ゆうげん	あと
19:48	ゆうげん	有馬ちゃんと考えないと
19:50	ゆうげん	"参観▶︎動物園▶︎宿▶︎ゆっくり▶︎ご飯▶︎お風呂

宿▶︎散策▶︎中華街▶︎モザイク周辺

がいいのかな"
19:50	ゆうげん	アンパンマンのパンは土曜だとかなり混みそうだから可能ならパスしたい
19:52	ゆうげん	あ
19:52	ゆうげん	エッグフライパン持ってくね
20:35	あすか 11/19 8/11	"もともと26日南京町
ばぁばとしんちゃん一緒に行くって言ってたからさ"
20:35	あすか 11/19 8/11	南京町26のがいいよなって思ってる
20:35	あすか 11/19 8/11	休み取ってもらってるから
20:35	ゆうげん	そこは帰られへんか
20:36	あすか 11/19 8/11	うん、休み取ってもらってるからなぁ…
20:37	ゆうげん	"なら
参観▶︎モザイクら辺で駐車▶︎南京▶︎モザイクで自由に▶︎16:00くらいに宿▶︎ゆっくり

翌日
宿▶︎散策▶︎動物園▶︎帰宅"
20:37	ゆうげん	このルート行けるな
20:37	ゆうげん	こっちの方がゆっくり出来るかもね
20:37	ゆうげん	これでいいと思う
21:05	あすか 11/19 8/11	モザイクらへんから南京町って遠いんかな
21:54	ゆうげん	30分くらいかな
22:04	ゆうげん	もっと近い駐車場あるかな
22:18	あすか 11/19 8/11	どーやろ、、
22:21	ゆうげん	探してみる
22:21	ゆうげん	"結局残業多くてあんまり休寝てないから
今週の土日はゆったりしたいな"
22:33	ゆうげん	そしてたぶん大阪の旅行時もバカ暑そうやから
22:33	ゆうげん	半袖プラス羽織で行こうと思う
23:02	あすか 11/19 8/11	そーやな、暑そう
23:03	ゆうげん	2人の格好も
23:03	ゆうげん	決めないとな
23:03	あすか 11/19 8/11	ひとつはきめてる
23:03	ゆうげん	2人の格好?

2024/04/15(月)
20:12	あすか 11/19 8/11	うん
20:13	ゆうげん	どんなやつ??
20:19	あすか 11/19 8/11	[写真]
20:19	あすか 11/19 8/11	[写真]
20:19	あすか 11/19 8/11	[写真]
20:21	ゆうげん	おけ
20:21	ゆうげん	これね
20:25	ゆうげん	可愛いね
23:15	ゆうげん	あすか
23:15	ゆうげん	すき
23:15	ゆうげん	そろそろ
23:16	ゆうげん	ぎゅっとしながら寝たい
23:34	ゆうげん	土曜
23:34	ゆうげん	コストコ行きたい

2024/04/16(火)
10:04	あすか 11/19 8/11	コストコ？
10:20	ゆうげん	エビとか食べた
20:42	ゆうげん	あすかとコストコ
21:33	あすか 11/19 8/11	ワタワンってとこいきたいな
21:33	ゆうげん	なんそれ
21:36	あすか 11/19 8/11	https://whatawon.co.jp/
21:36	あすか 11/19 8/11	[写真]
21:36	あすか 11/19 8/11	ビスク入ってるねん
21:36	ゆうげん	いいで
21:36	ゆうげん	いこ
21:39	ゆうげん	昨日やん
21:39	ゆうげん	オープン
21:39	ゆうげん	いこいこ
21:40	ゆうげん	しかも結構広いやん
21:46	あすか 11/19 8/11	いけたらいこー
22:04	ゆうげん	土曜ね
22:04	ゆうげん	準備してて

2024/04/17(水)
07:24	あすか 11/19 8/11	ゴールデンウィーク辺りってどんな予定？
07:25	あすか 11/19 8/11	[写真]
07:25	あすか 11/19 8/11	この間の青の平日は普通に仕事やんな？
07:27	ゆうげん	仕事やな
07:53	ゆうげん	まだなんも決めとらん
07:53	ゆうげん	なんか希望あれば教えて
08:02	あすか 11/19 8/11	特に希望はないけど
08:02	あすか 11/19 8/11	いつおっていつおらんのか
08:02	あすか 11/19 8/11	把握しときたくて
08:03	あすか 11/19 8/11	間の3日間はナギも幼稚園やし全然仕事でいいんやけど
08:03	あすか 11/19 8/11	いつおっていつおる感じになる？
08:03	ゆうげん	任せる
08:04	あすか 11/19 8/11	いや、行ったり来たりするにしてもパパが移動せなあかんことやから決めて
08:04	ゆうげん	まだひとつも決めてない
08:04	あすか 11/19 8/11	決めて教えてー
08:14	あすか 11/19 8/11	バスの値段とかも見て決めるべきよな多分
12:24	ゆうげん	今日見てみる
12:25	ゆうげん	[写真]
12:25	ゆうげん	19、24は確定で抑えて
17:59	ゆうげん	[写真]
17:59	ゆうげん	めっちゃ安い
18:03	ゆうげん	ここはとった
21:23	あすか 11/19 8/11	ここはとった？
21:23	ゆうげん	予約
21:23	ゆうげん	ちなみに明日の晩帰って
21:24	ゆうげん	金曜テレワークにした
21:24	ゆうげん	明日バス2000えん
21:27	あすか 11/19 8/11	金曜日の朝帰ってくんの？
23:03	ゆうげん	うん
23:03	ゆうげん	そのつもり

2024/04/18(木)
07:10	あすか 11/19 8/11	おけー
07:12	ゆうげん	おはよう
22:33	ゆうげん	有馬のお風呂
22:33	ゆうげん	"19:40
20:20"
22:34	ゆうげん	"どっちがいい?
19:40やと晩御飯結構急がないとダメみたい"
22:34	あすか 11/19 8/11	んー、、いつも碧が20時台には寝るからなー。どうしよ
22:35	ゆうげん	一旦19:40でとってる
22:35	ゆうげん	変更可
22:35	ゆうげん	ご飯は18:00
22:35	あすか 11/19 8/11	19:40でも遅いな、でもどっちかなんやもんな
22:35	ゆうげん	懐石部屋食やから結構ゆっくりっぽい
22:36	ゆうげん	"ふむ
早いままにしとこか？"
22:36	ゆうげん	風呂40分で4400円という超価格やけど
22:37	あすか 11/19 8/11	貸切風呂をやめるのもひとつやなぁ
22:37	ゆうげん	"せっかくの有馬やから
なんか風呂は入っときたいけどな

例えばどっかでみんなでご飯前に入るとか"
22:38	あすか 11/19 8/11	リズムが大きく崩れて寝るのもいつもの場所じゃなくて……てなると碧が可哀想やし私らも大変
22:38	あすか 11/19 8/11	そうなんよなーありまやもんなー
22:38	あすか 11/19 8/11	でも大浴場は厳しいなぁ
22:38	ゆうげん	部屋お風呂あったっけ
22:39	あすか 11/19 8/11	予約してる部屋どんなんやっけわからん
22:40	ゆうげん	[写真]
22:40	ゆうげん	あるっぽい
22:41	ゆうげん	デラックスルームってやつ
22:41	あすか 11/19 8/11	温泉街足湯とかあるんかな
22:42	あすか 11/19 8/11	なんか温泉街を楽しんで温泉は諦めるかなー
22:42	ゆうげん	https://www.perplexity.ai/search/nZMdbBTJTPiyqeGU_wPYSg
22:42	ゆうげん	いっぱいあるし
22:42	ゆうげん	なんならドクターフィッシュおるわ
22:43	あすか 11/19 8/11	温泉街楽しんで温泉はなしにするか
22:43	ゆうげん	[スタンプ]
22:43	ゆうげん	みんな寝たら1人で入ろうかな
22:43	あすか 11/19 8/11	碧をこっちの都合で振り回したら可哀想
22:43	あすか 11/19 8/11	それは全然いーよ
22:44	ゆうげん	それか早朝やな
22:45	ゆうげん	まあ足湯だけでもいいかな
22:45	ゆうげん	どうせ数十分入るかどうかやし
22:45	ゆうげん	それか朝みんなではいるか
22:45	あすか 11/19 8/11	いや、いいかな
22:46	ゆうげん	残念
22:46	ゆうげん	なら断っとくで?
22:46	あすか 11/19 8/11	うん、貸切風呂はなしで子どもら早めにお風呂入れてゆっくりご飯食べよ
22:47	ゆうげん	[写真]
22:47	ゆうげん	[写真]
22:47	ゆうげん	"ええやん
朝晩入ろ"
22:48	あすか 11/19 8/11	それはご自由に
22:49	ゆうげん	"初日は
参観▶︎温泉街▶︎ホテル
で良い?"
22:50	あすか 11/19 8/11	南京町
22:51	ゆうげん	ああ
22:51	ゆうげん	そうか
22:51	ゆうげん	参観▶︎南京ホテルか

2024/04/19(金)
06:10	あすか 11/19 8/11	そーやな
08:39	ゆうげん	もうちょいで北助松
08:39	ゆうげん	もう仕事始めてるから
08:40	ゆうげん	したのキッズ2にこもっとく

2024/04/20(土)
08:31	ゆうげん	なぎって
08:31	ゆうげん	薬朝飲む?
13:18	あすか 11/19 8/11	[写真]
21:23	ゆうげん	お水
21:23	ゆうげん	お願い
23:14	あすか 11/19 8/11	[写真]

2024/04/22(月)
07:55	ゆうげん	[写真]
07:58	ゆうげん	これね
07:59	ゆうげん	もってく
09:24	あすか 11/19 8/11	気軽には使われへんよねこれ
09:25	ゆうげん	これラバーやから
09:25	ゆうげん	気軽に使えるで
09:25	ゆうげん	濡れてもいいやつやし
09:25	ゆうげん	汚れても水洗いできる
09:25	あすか 11/19 8/11	安くないよねこれ
09:26	ゆうげん	2800
09:26	ゆうげん	ニューバランスの方が高い
09:26	ゆうげん	ぶっちゃけ安いほう
09:26	あすか 11/19 8/11	そーなん
09:27	ゆうげん	"うん
前シーズンのoff値段のヤツ買ったから2800
今季のやつなら3900円"
09:27	ゆうげん	まあそれでも安い方
09:31	ゆうげん	あと
09:31	ゆうげん	微熱気味やから死ぬ気で治して帰るわ
09:33	あすか 11/19 8/11	"死ぬ気で治してというか
ちゃんと検査はしてな、碧もおるし"
09:33	ゆうげん	うん
09:34	あすか 11/19 8/11	結果教えて
09:39	ゆうげん	うい
09:39	ゆうげん	まあ熱と言うより
09:39	ゆうげん	鼻やな
09:39	ゆうげん	ナギのがうつったかんじ
09:39	あすか 11/19 8/11	梛風邪とかじゃなさそうやけどなー
09:40	あすか 11/19 8/11	長らくこんな感じやけど私も碧も無事やし
09:40	あすか 11/19 8/11	まぁちゃんと検査して
09:40	ゆうげん	うむ
09:45	あすか 11/19 8/11	ちゃんと検査するか怪しいけど
09:51	ゆうげん	たぶん時間ない
09:52	ゆうげん	明日Amazonの本社でセミナーだし
09:52	ゆうげん	今日は19-21時までセミナーだし
09:53	ゆうげん	水曜日もセミナーレビューとかレクチャー準備とかあるし
09:53	ゆうげん	行く時間ない
09:53	あすか 11/19 8/11	何もウイルス持って帰ってこない自信がないなら帰ってくる日を延期するとかして
09:55	ゆうげん	"無理よ
バス予約してるし"
09:55	ゆうげん	だから死ぬ気で治す
09:55	ゆうげん	そんなポンポン帰られん
09:55	ゆうげん	変えられん
09:56	あすか 11/19 8/11	症状治まっててもウイルス持ち込むかも知らんねんで
09:57	あすか 11/19 8/11	参観からの旅行でただでさえ碧も疲れさせてしまうんやから体調はちゃんと慎重にみないと
09:58	ゆうげん	だから死ぬ気で治すしかない
09:59	あすか 11/19 8/11	いやだからw症状治まる=ウイルスなしではないw
10:00	ゆうげん	でも病院行く時間ないから
10:00	ゆうげん	行けてもそっち帰ってから
22:29	ゆうげん	水曜日のあさか
22:29	ゆうげん	お昼以降テレワーク切り替えて
22:29	ゆうげん	病院いってみる
22:29	ゆうげん	症状は鼻オンリーやから
22:30	ゆうげん	季節の変わり目でやられてると思う
22:30	ゆうげん	毎年もっとやばいから
22:30	ゆうげん	今年は控えめ
22:34	あすか 11/19 8/11	熱なかったら検査せーへん(してくれへん)とこも多いんじゃない
22:34	ゆうげん	それも含めて
22:34	ゆうげん	明日確認する
22:34	あすか 11/19 8/11	変に病院行く方が怖い気もするけど
22:34	あすか 11/19 8/11	気をつけて色々
22:35	ゆうげん	[スタンプ]
22:35	ゆうげん	どないしたらいい
22:35	ゆうげん	病院も確かにやばい温床やから
22:35	ゆうげん	そこで映るかもやけど
22:35	あすか 11/19 8/11	熱あるなら絶対病院行った方がいいけど
22:35	あすか 11/19 8/11	鼻水なら耳鼻科で診てもらうとか
22:36	ゆうげん	耳鼻科行く予定
22:36	ゆうげん	俺のかかりつけ
22:36	あすか 11/19 8/11	まぁ耳鼻科もPCR検査とかしてるとこ多いけど
22:36	あすか 11/19 8/11	発熱者分けてみてくれるとこなら多少は安心やけどな
22:37	あすか 11/19 8/11	ナギは今日もらった粉薬(抗生剤)苦かったみたいで、アイスに混ぜてもダメで吐いて大変やったわ
22:37	あすか 11/19 8/11	哺乳瓶のちくび洗うスポンジどこ置いてくれてる？
22:38	ゆうげん	"なぎ
やっぱ苦いのはあかんよな"
22:38	ゆうげん	ラードみたいなやつなかったっけ
22:38	ゆうげん	それかゼリー
22:38	ゆうげん	スポンジ
22:38	ゆうげん	車か
22:39	ゆうげん	とりわすれたかも
22:39	ゆうげん	車の助手席から落ちてるか
22:39	ゆうげん	それかプチプチバッグ
22:39	ゆうげん	椅子にかかってるorトイレ前のゲージにかかってる
22:40	あすか 11/19 8/11	おくすり飲めたねのチョコ味(苦い抗生剤用)試してみようかなとか濃厚なバニラアイスに混ぜてみようかなとか思ってるけど……吐かれると処理も大変やから疲れるわ
22:40	あすか 11/19 8/11	とりあえず飲めるやつはしっかり飲ませるようにするけど
22:40	ゆうげん	うーむ
22:41	ゆうげん	バニラなら色もそんなにやから
22:41	ゆうげん	多少汚れても少しでも飲めた方がいいかな
22:42	あすか 11/19 8/11	今日晩ご飯と一緒に野菜ジュース飲むって言って飲んでたから悲惨やった、紫
22:42	あすか 11/19 8/11	薬飲ませんのもほんまストレス
22:44	あすか 11/19 8/11	4/29に一旦帰るって言ってたけど、次来るのいつか決めてる？
22:45	ゆうげん	水曜帰って木曜テレワークかなぁ
22:45	ゆうげん	全部吐いたんか
22:45	ゆうげん	薬だけやと思った
22:46	あすか 11/19 8/11	え？
22:47	あすか 11/19 8/11	おらんの2日間だけって事？めっちゃちょこまか行き来するやん
22:47	ゆうげん	それか金晩
22:48	あすか 11/19 8/11	金晩？
22:48	ゆうげん	移動からのインターバル開けないと身体が持たん
22:48	あすか 11/19 8/11	インターバルてなに
22:48	あすか 11/19 8/11	金晩ていつ？
22:49	ゆうげん	感覚
22:49	ゆうげん	間隔
22:49	ゆうげん	5/3
22:49	あすか 11/19 8/11	3日の夜のバス乗ってくるってこと？
22:49	ゆうげん	金曜朝ずっと寝て体力回復したい
22:50	ゆうげん	それか早めにそっち行って
22:50	ゆうげん	ゆっくりしたい
22:50	あすか 11/19 8/11	"4/25朝到着
4/29夜帰る
5/4朝到着"
22:50	あすか 11/19 8/11	てこと？
22:51	ゆうげん	それか5/2朝
22:51	あすか 11/19 8/11	それやったら移動の間隔なくない？
22:52	ゆうげん	そっちに早めにつけるから
22:52	ゆうげん	休める
22:52	あすか 11/19 8/11	東京でゆっくりしてくれんのはいいねんけど、こっちに帰ってきてゆっくりしたいと言われると辛い
22:52	ゆうげん	酷な
22:52	ゆうげん	体力ボロカスやからなぁ
22:52	あすか 11/19 8/11	"私は変わらん日常やしw
ゆっくりするのはいいねんけど、それなら東京でゆっくりしてほしい"
22:53	あすか 11/19 8/11	てこと
22:53	あすか 11/19 8/11	ゆっくりするなとは言ってない
22:53	あすか 11/19 8/11	これでいいんじゃない？？？
22:53	ゆうげん	まあ
22:53	ゆうげん	調整する
22:53	あすか 11/19 8/11	何を？
23:32	ゆうげん	金曜に帰るように

2024/04/23(火)
07:26	あすか 11/19 8/11	この感じってこと？？
