 11/19 8/11	冬やからエアコンないと死にそう
14:33	あすか 11/19 8/11	動画もストーリーにあげてる
14:36	あすか 11/19 8/11	[写真]
14:36	あすか 11/19 8/11	[写真]
14:36	あすか 11/19 8/11	[写真]
14:36	あすか 11/19 8/11	[写真]
14:36	あすか 11/19 8/11	[動画]
14:36	あすか 11/19 8/11	[動画]
14:36	あすか 11/19 8/11	いっぱい写真も動画も撮った
14:37	あすか 11/19 8/11	帽子かわいいね
14:38	あすか 11/19 8/11	"カイくん↓


冷蔵庫とテレビとエアコン4台(標準工事込)で税込527000円かな！
あと7000円とかはいけるかもってぐらいやと思う！

ただエアコンの標準外になる工事がある場合は別で工事料がかかるかも！"
14:45	ゆうげん	洗濯機無しでこれか
14:45	ゆうげん	家具と併せて普通に100行くな
14:46	ゆうげん	きついな
14:46	ゆうげん	明細欲しい
14:46	ゆうげん	全部の
14:49	あすか 11/19 8/11	明細聞いてみる
14:50	あすか 11/19 8/11	"エアコンは削るとしたら
ホビールームよね"
14:50	あすか 11/19 8/11	明細日にちいるかもってさ
14:59	ゆうげん	なんで明細日にちかかるねん
14:59	ゆうげん	明細あっての見積もりやろうに
14:59	ゆうげん	ホビー削って洗濯機かな
15:33	あすか 11/19 8/11	文句言わんといて、なにか事情あるんやろ、LINEだけでやりとりしてもらってるのもありがたいのに
15:33	あすか 11/19 8/11	[スタンプ]
15:37	ゆうげん	うむ
15:37	ゆうげん	とりあえずありがとう
15:39	あすか 11/19 8/11	また明細くれるから少々お待ちを
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:40	あすか 11/19 8/11	[写真]
15:41	ゆうげん	顔ちっちゃいなぁ
15:41	ゆうげん	ベストが大きく見える
15:41	ゆうげん	でも可愛い
15:47	あすか 11/19 8/11	ビスクで買ってくれてたベスト、100やったんやけどめっちゃ大きい！
15:47	あすか 11/19 8/11	でもそれが可愛かったりする
15:53	ゆうげん	まあ来年も使えるし
15:53	ゆうげん	お下がりにもなるしね
16:21	あすか 11/19 8/11	うん、お下がりにもなる〜
16:21	あすか 11/19 8/11	下の子ってお下がりばっか可哀想💭
16:21	ゆうげん	でも良い奴やしなぁ
16:22	ゆうげん	りょうすけの服より高いで
16:22	あすか 11/19 8/11	お下がりで着せたい服いっぱいやけどちゃんとその子にも新しい服も与えたいよね
16:22	ゆうげん	それはもちろん
16:23	ゆうげん	女の子やったら
16:23	ゆうげん	また全然ちゃうやろうし
16:23	ゆうげん	スニーカーも全部ちゃんと置いとかないと
17:30	あすか 11/19 8/11	スニーカーはよく使うやつボロっちい(笑)
17:30	あすか 11/19 8/11	[動画]
17:30	あすか 11/19 8/11	リール投稿した！
17:30	ゆうげん	おお
17:30	ゆうげん	っぽい
17:31	あすか 11/19 8/11	なんや、ぽいってww
17:31	ゆうげん	ぽい
17:37	ゆうげん	あんだばさーやってる
17:42	あすか 11/19 8/11	リール作るの楽しかった
17:47	ゆうげん	音楽は
17:47	ゆうげん	無料のやつ?
17:53	あすか 11/19 8/11	うん、普通に無料
18:26	ゆうげん	いいね
18:27	ゆうげん	俺もやるようになったら
18:27	ゆうげん	教えて欲しい
18:28	あすか 11/19 8/11	私の場合はCapCutで動画作って音楽だけリールでつけてる〜
18:28	ゆうげん	PCやったらAdobeかなぁ
18:33	あすか 11/19 8/11	Adobe？
18:34	ゆうげん	Lightroomとか
18:34	ゆうげん	あの辺のやつ
18:35	あすか 11/19 8/11	そなのね
18:39	ゆうげん	一緒に勉強してこ
18:45	ゆうげん	いま服は買わずにいっぱい本買ってる
18:45	ゆうげん	メルカリで半額以下で買えるのな
18:52	あすか 11/19 8/11	なんの本？
18:52	ゆうげん	写真の撮り方とか
18:52	ゆうげん	加工の仕方
18:52	ゆうげん	あとはお金の話とか
18:53	あすか 11/19 8/11	そなのね
18:53	ゆうげん	厚切りジェイソンの本面白かった
18:53	あすか 11/19 8/11	厚切りジェイソン本出してるのか
18:53	ゆうげん	あの人すごいで
18:53	ゆうげん	資産5億以上あるし
20:46	あすか 11/19 8/11	そうなの？知らんかった
20:47	あすか 11/19 8/11	そういえば児童手当とかって…？
21:05	ゆうげん	アスカの口座
21:05	ゆうげん	送ったらいい?
21:22	あすか 11/19 8/11	うん、そこから児童手当だけ子どものとこ入れとく〜
21:22	あすか 11/19 8/11	前言ってたくらい入れれるん？
22:23	ゆうげん	まえ
22:23	ゆうげん	いくらって言ったっけ
22:38	あすか 11/19 8/11	[写真]
22:54	ゆうげん	おけ

2022/11/10(木)
08:54	あすか 11/19 8/11	昨日充電せんと寝てて朝起きたら0パーなった
09:15	あすか 11/19 8/11	[動画]
09:15	あすか 11/19 8/11	ナギ転けて怪我したとこ絶対「パパがパンした」て言うww
09:15	ゆうげん	パパナギにそんなにことしたことないのに
09:16	ゆうげん	すぐ俺のせい
09:16	あすか 11/19 8/11	何を記憶してるんかな？w
09:16	あすか 11/19 8/11	ほんま、しょっちゅう言ってる、パパがパンしたってww
09:16	ゆうげん	まあ
09:16	ゆうげん	俺を忘れてないと思えば
09:16	ゆうげん	まだ許せる
09:35	あすか 11/19 8/11	前向きﾏｴ(ง ˙˘˙ )วﾑｷ
09:37	ゆうげん	前向きに生きる
10:10	あすか 11/19 8/11	[写真]
10:10	あすか 11/19 8/11	[写真]
10:10	あすか 11/19 8/11	ゆーくんこれ小さい？
10:23	ゆうげん	いや
10:23	ゆうげん	むしろ大きいと思う
10:24	ゆうげん	身幅73でしょ?
10:24	あすか 11/19 8/11	服のサイズ感って私よくわからんけど
10:24	あすか 11/19 8/11	大きいの？
10:24	あすか 11/19 8/11	私ワンピースみたいなる？
10:25	ゆうげん	アスカのユニクロのスウェットより
10:25	ゆうげん	ゆったりしていると思う
10:25	あすか 11/19 8/11	そうなのか
10:25	ゆうげん	丈は短いから
10:25	あすか 11/19 8/11	3人でお揃いしたいなぁて思ってて
10:25	ゆうげん	だらしなくはないかな
10:25	あすか 11/19 8/11	ゆーくん着れるかなー？て
10:25	ゆうげん	貰えると思った
10:25	あすか 11/19 8/11	違うよ〜
10:26	あすか 11/19 8/11	ゆーくん着れる？
10:26	ゆうげん	着れるよ
10:27	あすか 11/19 8/11	🙆🏼‍♀️
10:33	あすか 11/19 8/11	[写真]
10:33	あすか 11/19 8/11	[写真]
10:33	あすか 11/19 8/11	[写真]
10:33	あすか 11/19 8/11	ペアマノンのパンツ
10:35	ゆうげん	ブラウンにあうね
12:36	あすか 11/19 8/11	[写真]
12:36	あすか 11/19 8/11	[写真]
12:36	ゆうげん	そのパンツ
12:36	ゆうげん	いいね
12:37	あすか 11/19 8/11	今日は団地の公園で軽く遊んだ
12:37	あすか 11/19 8/11	結構薄いから冬は寒そう
12:38	ゆうげん	ボアパンツ
12:38	ゆうげん	欲しいね
12:39	あすか 11/19 8/11	ボアパンツ？？
12:39	ゆうげん	あったかパンツ
12:40	あすか 11/19 8/11	あったかまで行ったらナギとか暑そうよな、冬でも
12:43	あすか 11/19 8/11	ペアマノンはインスタDMのやりとりしてないっぽいからなんかの依頼が来ることとかはなさそう
13:39	あすか 11/19 8/11	[写真]
13:40	あすか 11/19 8/11	ナギお昼寝させるのに自転車でほぼ毎日通るんやけど今日外壁貼り始めてた！
13:41	ゆうげん	ブルーシートのせいで
13:41	ゆうげん	全わからん
13:41	ゆうげん	全然
15:11	あすか 11/19 8/11	ホンマにまだ一部だけやったから現地でみてもよくわからん
18:56	あすか 11/19 8/11	[写真]
18:56	あすか 11/19 8/11	この薄さです
18:57	ゆうげん	"触ったからわかるで
ぺろぺろ"
19:08	あすか 11/19 8/11	触ったのね
19:09	あすか 11/19 8/11	軽いから動きやすそうやけどね
19:10	あすか 11/19 8/11	[写真]
19:10	あすか 11/19 8/11	[写真]
19:10	あすか 11/19 8/11	口
19:12	ゆうげん	アヒル
19:12	ゆうげん	∧( 'Θ' )∧
21:03	あすか 11/19 8/11	可愛い口
21:06	ゆうげん	ナギは
21:06	ゆうげん	モテそう
21:06	ゆうげん	お母さんらに
22:12	ゆうげん	もえみに
22:12	ゆうげん	プレゼントで
22:12	ゆうげん	お酒貰った
22:57	ゆうげん	あ
23:04	ゆうげん	[写真]
23:04	ゆうげん	ビスクでじゃないけど
23:04	ゆうげん	同じレジャーシート買ったよ
23:04	ゆうげん	持ってくね
23:04	ゆうげん	アスカの好きそうな柄やし

2022/11/11(金)
08:50	あすか 11/19 8/11	お酒もらったのね
08:51	あすか 11/19 8/11	可愛いね！
09:12	ゆうげん	また持ってくね
09:12	ゆうげん	おはよう
09:20	あすか 11/19 8/11	ありがとね！
09:20	あすか 11/19 8/11	おはよ〜
09:20	ゆうげん	はよ帰りたい
09:21	ゆうげん	また木曜夜、金曜朝大阪からおる予定やけど
09:21	ゆうげん	実家かなぁ
09:21	あすか 11/19 8/11	七夕の時にタペストリーこのshopで買ってんけど、クリスマスとお正月のも購入したくてインスタからDMしたら100円引いてくれた〜
09:21	あすか 11/19 8/11	[写真]
09:21	あすか 11/19 8/11	[写真]
09:21	あすか 11/19 8/11	[写真]
09:22	あすか 11/19 8/11	このさ、流木？欲しいけどいいの見つからんのよね〜
09:23	あすか 11/19 8/11	金曜日の朝到着ってこと？？
09:24	ゆうげん	2こで2900?
09:24	ゆうげん	YES
09:25	ゆうげん	流木どうなってんのこれ
09:25	あすか 11/19 8/11	"そう、タペストリー1つ1500円

ほかのshopより安いから
できるだけこのshopで
買ってるけど、ハロウィンは
気に入れへんくて他の
shopで買った"
09:25	あすか 11/19 8/11	"ゆーくんがうちでいいなら
うちでもいいよ？そう伝えとく〜"
09:25	あすか 11/19 8/11	土曜日が予定詰まってるんやっけ？土日なにするー？？
09:26	あすか 11/19 8/11	[写真]
09:27	あすか 11/19 8/11	こんな感じで木に紐巻いてるだけ
09:27	ゆうげん	流木で作れそう
09:27	あすか 11/19 8/11	そうやな、可愛い色で見つかればいいんやけど(笑)
09:28	あすか 11/19 8/11	あとは熱湯消毒とかでいいんかな？虫とかなんやら着いてそう
09:34	あすか 11/19 8/11	？
09:34	あすか 11/19 8/11	？
09:47	ゆうげん	お邪魔しようかな
09:47	ゆうげん	普通に過剰乾燥させたらいいと思う
09:47	ゆうげん	ユニバ行きたかったが
09:47	ゆうげん	厳しいか
12:04	あすか 11/19 8/11	おけ〜
12:04	あすか 11/19 8/11	まず良い流木見つけれるかどうか
12:04	あすか 11/19 8/11	ユニバなぁ、、行きたいけど、、厳しいかな
12:04	ゆうげん	時間さえ良ければ
12:05	ゆうげん	おれはいいけど
12:05	あすか 11/19 8/11	いつー？日曜日？
12:06	ゆうげん	土曜がベストやけど
12:07	ゆうげん	時間がね
12:07	ゆうげん	日曜早くから
12:07	ゆうげん	16:00前後がいいかね
12:07	ゆうげん	行き送ってもらいたいなぁ
12:09	あすか 11/19 8/11	土曜日の15時以降入れるやつとかにしてもいいけどー、、疲れるか
12:10	あすか 11/19 8/11	送って貰うのは無理やな、亮介も多分静岡おるし
12:16	ゆうげん	打ち合わせどこやっけ
12:16	ゆうげん	どよう
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	堺市中区ってどこや
12:25	ゆうげん	16:00入りとかならいける
12:26	あすか 11/19 8/11	てかどうやって行こ、ルームワン
12:26	あすか 11/19 8/11	最寄りの駅出てこんし多分駅近くない
12:26	ゆうげん	車
12:26	ゆうげん	おかりできん?
12:27	あすか 11/19 8/11	うちのはなー、、父も日曜日予定あるらしい
13:09	ゆうげん	ふむ
13:10	ゆうげん	きびしいか
13:10	ゆうげん	ルームワンだけ
13:10	ゆうげん	松本さんに送って貰えないかな
13:15	あすか 11/19 8/11	どーやろ、、帰りもあるからなぁ、、
16:16	ゆうげん	帰りはユニバ駅まででユニバ
16:42	あすか 11/19 8/11	どゆこと？わら
16:45	ゆうげん	バグってたわ
16:45	ゆうげん	ルームワン帰り誰か送ってくれへんかな
17:45	あすか 11/19 8/11	無理かなぁ、、
17:46	あすか 11/19 8/11	行きもどーするよって感じ
17:50	ゆうげん	車借りた
17:50	ゆうげん	國松に
17:50	ゆうげん	19
17:52	ゆうげん	17夜帰って
17:52	ゆうげん	18朝に国松家
17:52	ゆうげん	その夜か翌朝に
17:52	ゆうげん	そっち
17:52	ゆうげん	それでどう?
17:52	ゆうげん	19夜に返す
17:52	ゆうげん	これやったらユニバも行けるで
18:12	あすか 11/19 8/11	18の夜か19の朝どっちが良い？
18:12	あすか 11/19 8/11	車借りて大丈夫なん？
18:12	ゆうげん	許可もらった
18:12	ゆうげん	家の前に停めれるんなら
18:12	ゆうげん	18の夜
18:13	あすか 11/19 8/11	そなのね、ありがたい、、
18:13	あすか 11/19 8/11	その辺母と話しとく〜
18:13	あすか 11/19 8/11	ユニバって今普通にチケット買えるんかな
18:13	ゆうげん	それは見れてない
18:15	あすか 11/19 8/11	15時からのやつ買っときたいね
18:15	あすか 11/19 8/11	行くなら
18:15	ゆうげん	見てもらっていい?
18:43	あすか 11/19 8/11	うん、また時間ある時みる
19:27	ゆうげん	お願いします
19:28	ゆうげん	俺はそろそろ帰る
20:12	あすか 11/19 8/11	お疲れ様です
20:13	あすか 11/19 8/11	私はお風呂行く
22:30	ゆうげん	やbくぃ
22:30	ゆうげん	やばい
22:30	ゆうげん	お風呂で寝てた
22:44	あすか 11/19 8/11	そういうのまじやめなさい、、
22:44	ゆうげん	危ない危ない
22:45	ゆうげん	ナギたんはねた?
22:46	あすか 11/19 8/11	ホンマに危ないで、、気をつけてまじで
22:46	あすか 11/19 8/11	ナギはまだ起きてるよ
22:47	ゆうげん	まだ起きてるのね
23:16	あすか 11/19 8/11	寝ました
23:17	ゆうげん	今日もお疲れ様
23:29	あすか 11/19 8/11	パパもお疲れ様
23:29	あすか 11/19 8/11	https://m.nugu.jp/product/director_shop.html?cate_no=2104&utm_source=ig&utm_medium=organic_seller&utm_campaign=acquisition_aimey&fbclid=PAAab6dH2qmuKpt0125-tLAfr_lNGqf08LTnl0UJ1_wSPou0bQMKERoohVlLk
23:29	あすか 11/19 8/11	ここの服可愛い
23:36	ゆうげん	ふむ
23:37	ゆうげん	インフルエンサーブランド?
23:48	あすか 11/19 8/11	かな？多分
23:49	ゆうげん	この服もだけど
23:49	ゆうげん	この女の人が好きそう
23:49	ゆうげん	アスカ
23:49	あすか 11/19 8/11	あー、確かにこの人自体好み
23:49	あすか 11/19 8/11	服も好き
23:49	ゆうげん	どれが好き?
23:49	ゆうげん	当てたるわ
23:51	ゆうげん	[写真]
23:51	ゆうげん	[写真]
23:51	ゆうげん	[写真]
23:53	あすか 11/19 8/11	ポンチョだけ当たってる
23:53	ゆうげん	わからん
23:53	ゆうげん	アスカのタイプが未だ掴めず
23:57	あすか 11/19 8/11	[写真]
23:57	あすか 11/19 8/11	[写真]
23:57	あすか 11/19 8/11	[写真]
23:57	ゆうげん	1番なさそうやよ思った

2022/11/12(土)
00:02	あすか 11/19 8/11	[写真]
00:02	あすか 11/19 8/11	[写真]
00:02	あすか 11/19 8/11	[写真]
00:02	あすか 11/19 8/11	[写真]
00:02	あすか 11/19 8/11	[写真]
00:02	あすか 11/19 8/11	下はこの辺かな
00:02	あすか 11/19 8/11	まじか
00:02	あすか 11/19 8/11	ポンチョは正解
00:04	ゆうげん	ユニクロの
00:05	ゆうげん	アスカの色違いの
00:05	ゆうげん	ブラウン
00:05	ゆうげん	あるで
00:05	あすか 11/19 8/11	？？
00:05	ゆうげん	グレージュのパンツ
00:05	ゆうげん	買ってもらってたやん
00:05	ゆうげん	あれのブラウン
00:36	あすか 11/19 8/11	あ、あれか！あれのブラウンもあるのね！あのパンツお気に入り
00:36	あすか 11/19 8/11	折らなあかんけど
00:39	ゆうげん	そそ
00:39	ゆうげん	持ってくね
00:39	ゆうげん	色々持ってくもんある
00:40	あすか 11/19 8/11	ありがとね
00:40	あすか 11/19 8/11	また荷物多そう？
00:41	ゆうげん	先にダンボール送る
00:41	ゆうげん	身軽で行くよ
00:42	あすか 11/19 8/11	あ、先に送ってくれるのね
00:42	ゆうげん	ナギのベストも送らないと
00:46	あすか 11/19 8/11	そういえば15時からのネットでも多分買える
00:46	あすか 11/19 8/11	[写真]
00:47	ゆうげん	なぎただね
00:47	ゆうげん	2人で1万
00:47	ゆうげん	まあ
00:47	あすか 11/19 8/11	うん、ナギは4歳なるまでただ〜
00:47	ゆうげん	ナギのデビューやし
00:47	ゆうげん	[スタンプ]
00:47	ゆうげん	土曜やし
00:47	あすか 11/19 8/11	なぎユニバデビュークリスマスシーズン
00:47	ゆうげん	今もうクリスマスなん?
00:48	あすか 11/19 8/11	でもなんか今年は真っ赤なクリスマス？的な感じのやつ
00:48	あすか 11/19 8/11	うん、確か今日からクリスマス
00:49	ゆうげん	なんか乗ると言うより
00:49	ゆうげん	いっぱい見て回る感じやね
00:49	ゆうげん	帽子とかも
00:49	ゆうげん	似合いそう
00:49	ゆうげん	スヌーピーどこいったっけ
00:49	ゆうげん	( ･ ´｀(●)
00:57	あすか 11/19 8/11	そうやね、なんかひとつか2つ一緒に乗れるのあって時間余裕あれば乗ったらいいかなーて思うけど、
00:57	あすか 11/19 8/11	基本は見て回る
00:57	あすか 11/19 8/11	スヌーピーはこっちにあった気がする
00:57	あすか 11/19 8/11	なぎユニバコーデどーしよ
00:58	ゆうげん	天気は?
00:58	ゆうげん	あと気温
01:00	あすか 11/19 8/11	天気は今のとこいけてるけど日曜日雨ぽいからわからん
01:00	あすか 11/19 8/11	[写真]
01:00	あすか 11/19 8/11	[写真]
01:00	あすか 11/19 8/11	[写真]
01:00	あすか 11/19 8/11	[写真]
01:00	あすか 11/19 8/11	[写真]
01:00	あすか 11/19 8/11	[写真]
01:00	あすか 11/19 8/11	[写真]
01:00	ゆうげん	[写真]
01:00	ゆうげん	[写真]
01:00	ゆうげん	スヌーピーの左か
01:00	ゆうげん	ティムの右
01:00	ゆうげん	2択
01:01	あすか 11/19 8/11	人気すぎて物ないものも多いらしい
01:01	ゆうげん	これキッズサイズあるんか?
01:01	あすか 11/19 8/11	亮介が言ってた
01:02	ゆうげん	通販ないの?
01:02	あすか 11/19 8/11	いや、キッズサイズとかはなさそう
01:02	あすか 11/19 8/11	通販はしらん
01:02	あすか 11/19 8/11	[写真]
01:02	あすか 11/19 8/11	シンプルにティムのカチューシャ可愛い
01:02	ゆうげん	あすかはこれでいいかも
01:04	あすか 11/19 8/11	ナギ、ティムのぬいぐるみ持ってるしティムしてほしいなぁ
01:05	あすか 11/19 8/11	カチューシャは嫌がるやろな
01:06	ゆうげん	通販見てみてや
01:06	ゆうげん	ないから
01:06	ゆうげん	ないか
01:08	ゆうげん	あ
01:09	ゆうげん	ユニクロの下着
01:09	ゆうげん	もあるから
01:09	ゆうげん	送るね
01:09	ゆうげん	2着分
01:09	ゆうげん	持ってるやつと同じ型の色違い
01:15	あすか 11/19 8/11	ありがとう
01:18	あすか 11/19 8/11	公式にはキッズの被り物とかはない
01:20	ゆうげん	帽子
01:20	ゆうげん	めっちゃ転売されとるやん
01:26	あすか 11/19 8/11	そうなの？
01:26	あすか 11/19 8/11	[写真]
01:26	あすか 11/19 8/11	顔
01:28	ゆうげん	美味そうに食ってる
01:28	ゆうげん	アイス?
01:29	あすか 11/19 8/11	うん、前この格好で写真撮った日
01:29	ゆうげん	あいしゅ好きよなぁ
01:29	ゆうげん	1人で全部食っちまう
01:30	あすか 11/19 8/11	あいしゅすき
01:31	あすか 11/19 8/11	ユニバのチケット買っとく？現地でもスムーズに買えるんかな
01:34	あすか 11/19 8/11	[写真]
01:34	あすか 11/19 8/11	可愛い
01:35	ゆうげん	いや
01:35	ゆうげん	買っとこう
01:35	ゆうげん	明日買う
01:35	ゆうげん	ナギは
01:36	ゆうげん	男前可愛い
01:36	あすか 11/19 8/11	(ロ_ロ)ゞｶｼｺﾏﾘﾏｼﾀｯ
01:36	あすか 11/19 8/11	男前可愛いてなんやw
01:37	ゆうげん	キリッとかわいい
01:38	ゆうげん	あすかと俺
01:38	ゆうげん	お揃いのアウター羽織るか
01:38	ゆうげん	前写真送ったキルトアウター
01:43	あすか 11/19 8/11	夜は寒そうよねー
01:43	あすか 11/19 8/11	[写真]
01:44	あすか 11/19 8/11	色 変？
01:44	ゆうげん	いろ?
01:44	あすか 11/19 8/11	写真
01:44	あすか 11/19 8/11	加工
01:45	ゆうげん	ナチュラルすぎてわからん
01:45	あすか 11/19 8/11	ナチュラルに見えるのね、おけ！
01:45	あすか 11/19 8/11	[写真]
01:45	あすか 11/19 8/11	[写真]
01:45	あすか 11/19 8/11	[写真]
01:45	ゆうげん	加工かかってるのね
01:45	あすか 11/19 8/11	そうなのよ
01:46	あすか 11/19 8/11	[写真]
01:46	あすか 11/19 8/11	[写真]
01:47	あすか 11/19 8/11	後が元のやつ
01:47	ゆうげん	赤ピンクっぽいね
01:47	あすか 11/19 8/11	明るさ調整して彩度落としてるだけやねんけどなww
01:48	ゆうげん	ホワイトバランス整えたからかな
01:48	あすか 11/19 8/11	変かな？加工後のやつ
01:49	ゆうげん	いやぜんぜん
01:49	ゆうげん	ナチュラル
01:51	あすか 11/19 8/11	良い意味？
09:44	ゆうげん	もち!
09:45	ゆうげん	おはよ
09:46	あすか 11/19 8/11	そなのね、じゃあこの感じでいこかなぁ
09:46	あすか 11/19 8/11	[写真]
09:46	あすか 11/19 8/11	カメラロールが可愛い
09:46	あすか 11/19 8/11	おはよー
09:46	ゆうげん	もうちょい
09:46	ゆうげん	個性あってもいいかも
09:46	あすか 11/19 8/11	まぁひとまずこれで🙏🏼
09:46	ゆうげん	[スタンプ]
09:47	あすか 11/19 8/11	[写真]
09:47	あすか 11/19 8/11	インスタが今こんな感じやからそこに交じってもいい感じになるようにしたい
09:57	ゆうげん	おけおけ
09:57	ゆうげん	あすかも可愛いから
09:57	ゆうげん	乗って欲しい
10:10	あすか 11/19 8/11	乗って欲しい？
10:11	ゆうげん	写真
10:11	ゆうげん	いんすた
11:59	あすか 11/19 8/11	"ちらほら顔出ししてるけど
ガッツリはやだなぁ"
14:07	ゆうげん	ちらっとね
14:47	ゆうげん	荷物送ったよー
14:47	ゆうげん	明日の午前中ね
14:47	ゆうげん	"アスカの下着と
ニット(ベージュ、グレージュ)
ナギの"
14:55	あすか 11/19 8/11	ありがとうー！
14:55	あすか 11/19 8/11	( ˊᵕˋ🙏🏻 )
14:55	あすか 11/19 8/11	ユニバのチケットいけた？
15:42	ゆうげん	まだや
15:42	ゆうげん	やっとく
16:01	あすか 11/19 8/11	ありがとう
16:01	あすか 11/19 8/11	クローゼットのやつ、私も思った
16:01	あすか 11/19 8/11	思ったより全然耐えへんやん(´・ω・｀)
16:11	ゆうげん	オンラインで買おうと思ったら
16:11	ゆうげん	クレジットカード止まった
16:11	ゆうげん	くそうざい
16:11	あすか 11/19 8/11	なんで止まったん？
16:11	ゆうげん	しらん
16:12	あすか 11/19 8/11	なんでやろ、、
16:15	ゆうげん	後で時間開けてやって見る
16:15	あすか 11/19 8/11	うん、、戻るといいな、、
16:15	ゆうげん	だるし
16:16	あすか 11/19 8/11	泊まる時ってすぐ戻るものなん？
16:16	あすか 11/19 8/11	止まる
16:16	ゆうげん	時には電話しなあかん
16:16	あすか 11/19 8/11	そうなのね、、
16:16	ゆうげん	"ユニバは今厳しいんかな
セキュリティ"
16:16	あすか 11/19 8/11	でもいつも使ってる普通のクレジットやろ？？
16:17	ゆうげん	プチミグ買ったカード
16:17	あすか 11/19 8/11	いつものじゃないの？
16:17	ゆうげん	いつものやで
16:17	あすか 11/19 8/11	よね？？なんでやろねー、、
16:27	ゆうげん	まあ
16:28	ゆうげん	気を取り直す
17:15	あすか 11/19 8/11	うん、そうね、、
18:36	ゆうげん	はよかえって
18:37	ゆうげん	アスカのご飯食いたい
18:46	ゆうげん	何食べれるやろ
18:47	あすか 11/19 8/11	"エビチリとバンバンジーて
言ってなかった？"
18:47	ゆうげん	そうそう
18:47	ゆうげん	18の夜
18:47	あすか 11/19 8/11	[写真]
18:47	あすか 11/19 8/11	[写真]
18:47	あすか 11/19 8/11	[写真]
18:47	ゆうげん	お?
18:47	あすか 11/19 8/11	ひなが修学旅行行って
18:47	あすか 11/19 8/11	お土産くれた
18:47	ゆうげん	どこの?
18:47	あすか 11/19 8/11	18の夜はキツイなww
18:48	あすか 11/19 8/11	伊勢志摩
18:48	ゆうげん	"19はユニバ帰りやし
20は俺戻らなあかんし"
18:48	あすか 11/19 8/11	水族館とかスペイン村行ったんやって
18:48	あすか 11/19 8/11	あ、18か、いけるわ！(笑)
18:48	ゆうげん	スペイン村か
18:48	ゆうげん	俺も生涯一回だけあるわ
18:48	ゆうげん	家族で行きたいね
18:49	ゆうげん	ユニバ楽しみ
19:00	あすか 11/19 8/11	私も修学旅行で行った
19:01	あすか 11/19 8/11	三重行きたいよね、伊勢志摩行きたい
19:01	あすか 11/19 8/11	ユニバいけた？チケット
19:02	ゆうげん	まだ買えてない
19:02	ゆうげん	コンビニ払いにしようかな
19:08	あすか 11/19 8/11	カードが戻らんて事よね
19:09	ゆうげん	"いや
戻ったけど"
19:09	あすか 11/19 8/11	あ、戻ったのね
19:09	ゆうげん	何回やっても弾かれる
19:09	あすか 11/19 8/11	そうなんか、、コンビニ払いのが良さそかな
19:13	ゆうげん	めんどっちいな
19:13	ゆうげん	ナギのデビューやし
19:13	ゆうげん	全然おっけい
19:26	あすか 11/19 8/11	ナギいよいよユニバデビュー
19:26	あすか 11/19 8/11	一日中動き回っとるな、土曜日
19:26	ゆうげん	言うてほぼ屋内やし
19:41	あすか 11/19 8/11	まぁね
19:44	ゆうげん	お昼
19:44	ゆうげん	どうしよ
19:44	ゆうげん	節約しないと
21:05	あすか 11/19 8/11	いつのお昼？
21:16	ゆうげん	19
21:21	あすか 11/19 8/11	お昼は多分家おるやんな、家にあるやつでいいんじゃない？
21:54	ゆうげん	ちょこっと
21:54	ゆうげん	シリーズ食いたい

2022/11/13(日)
08:46	あすか 11/19 8/11	フリーズドライのやつ？？
08:46	あすか 11/19 8/11	おはよ
08:56	ゆうげん	おは
08:56	ゆうげん	そそ
08:58	あすか 11/19 8/11	味噌汁？ごはん？
09:07	ゆうげん	ぞうすい!
09:07	ゆうげん	のかに
09:16	あすか 11/19 8/11	あんなんで足りなくないの？
09:16	ゆうげん	を2杯
09:19	ゆうげん	まつ毛美容液
09:19	ゆうげん	きいてる?
09:24	ゆうげん	あと
09:24	ゆうげん	キャンプ行きたい欲がすごい
09:38	あすか 11/19 8/11	それでも足りなさそう
09:39	あすか 11/19 8/11	そしてあれ全然節約ならんw高いよなあれ
09:39	ゆうげん	せやな
09:39	ゆうげん	バナナで頑張る
09:39	あすか 11/19 8/11	まつげ美容液はコロナ明けからちゃんとやり始めてるからまだわからん
09:40	あすか 11/19 8/11	雑炊とバナナより安いの全然あるってくらいあの雑炊少ないのに高いよな
09:40	あすか 11/19 8/11	🌲🗻🏕️
09:42	ゆうげん	また考えよ
09:42	ゆうげん	19日
09:42	ゆうげん	ユニバ寒いかな
09:42	ゆうげん	あの辺海沿いやからいっつも寒いイメージ
09:44	ゆうげん	[写真]
09:53	ゆうげん	焚き火したいの
10:10	あすか 11/19 8/11	夜寒そーー
10:10	あすか 11/19 8/11	焚き火🔥ガチやん
10:10	あすか 11/19 8/11	荷物届いたよーー
10:10	あすか 11/19 8/11	私の服も可愛い
10:10	あすか 11/19 8/11	そしてビスク＆ぷちみぐ
10:11	あすか 11/19 8/11	ぷちみぐベストだけやと思ってたから嬉しすぎたんやけど😭
10:14	ゆうげん	使えそうやろ
