8/11	角地にするか
23:07	ゆうげん	[写真]
23:50	あすか 11/19 8/11	☎ 通話時間 2:16:40

2021/10/12(火)
08:35	ゆうげん	おはよう
08:35	ゆうげん	やっぱりフラットキッチンは譲られへん
08:38	あすか 11/19 8/11	おはよ
08:38	あすか 11/19 8/11	わかったよ
08:39	あすか 11/19 8/11	[写真]
08:39	あすか 11/19 8/11	[写真]
08:39	あすか 11/19 8/11	[写真]
08:39	あすか 11/19 8/11	"フラットキッチンにするなら
こういうパントリーほしい"
08:39	ゆうげん	おっけ
08:39	あすか 11/19 8/11	これから授かれるかわからんけど小さい子育てる時とかさ
08:39	あすか 11/19 8/11	ミルクとか
08:39	あすか 11/19 8/11	離乳食用品とか
08:39	あすか 11/19 8/11	何かとちらかっちゃうっていうかもの増えるからさ
08:39	あすか 11/19 8/11	そういうの置いとける場所
08:39	あすか 11/19 8/11	として
08:39	あすか 11/19 8/11	パントリー作っときたい
08:40	あすか 11/19 8/11	"ナギの時も哺乳瓶とか
おいてたら目立ってたもんね"
08:42	ゆうげん	そういうのも置く場所決めるわ
08:42	あすか 11/19 8/11	置く場所決めるほどはしなくていい
08:42	あすか 11/19 8/11	パントリーほしい
08:42	ゆうげん	"一旦俺が全配置決めるから
そこからいけんちょうだい"
08:43	あすか 11/19 8/11	わかった
09:11	ゆうげん	わがままでごめんやけど、全配置も色も家具も妥協したくないから
11:55	あすか 11/19 8/11	"不動産屋さんの
すりでじさんから
電話あった"
11:56	あすか 11/19 8/11	"旦那さんに買い付けの
書類？メールで送らせて
貰ってるけどいつお返事
いただけますかって"
11:56	あすか 11/19 8/11	今日明日くらいにはって
11:56	ゆうげん	これローン降りないと書けないから
11:56	ゆうげん	まだよ
11:57	ゆうげん	暫定でもいいの?
11:57	ゆうげん	聞いてみて
11:57	ゆうげん	ローン降りてからですよねって
11:58	あすか 11/19 8/11	今聞いた
11:59	あすか 11/19 8/11	プロフィール？とか書くところもあると思うからわからないところはあけて書ける部分だけ書いて送って欲しいって
12:00	ゆうげん	"分かった
今日送る"
12:01	あすか 11/19 8/11	ありがとう
12:05	あすか 11/19 8/11	[写真]
12:05	あすか 11/19 8/11	[写真]
12:05	あすか 11/19 8/11	マシになってきた目
12:05	あすか 11/19 8/11	顔おもろすぎ
12:07	あすか 11/19 8/11	"ゆー君今ところ
泉北ホームがいいとか
アイ工務店がいいとか
ある？まだないか"
12:13	ゆうげん	今日中に書類系全部出すわ
12:13	ゆうげん	一応北島さんとは話して
12:13	ゆうげん	よかったよかった
12:14	ゆうげん	返信の早さはアイ工務やけど
12:14	ゆうげん	中身はまだまだわからん
12:21	ゆうげん	一応めっちゃメールでやり取りしてる
12:28	ゆうげん	"あ
あとアイ工務店からもらった"
12:28	ゆうげん	記入用紙
12:28	ゆうげん	スキャンとってPDFで送ってくれへん?
12:50	あすか 11/19 8/11	スキャンとってPDFで送る？とは？
12:50	ゆうげん	りょうすけにきいてー
12:51	あすか 11/19 8/11	これ残り私が記入して送り返すとかの方がよかったりせん？
12:51	ゆうげん	いや
12:51	あすか 11/19 8/11	返す封筒とかもあるけど
12:52	ゆうげん	全体的にかきなおし
12:52	あすか 11/19 8/11	これ絶対ゆうくん持って帰るべきやったよね（笑）
12:52	ゆうげん	[写真]
12:52	あすか 11/19 8/11	メールで送ったらいいんやろうけど
12:52	ゆうげん	一応記入はこんな感じにする
12:52	ゆうげん	ミスってん
12:52	あすか 11/19 8/11	とりあえず亮介帰ってきたら聞いてみるけど
12:55	あすか 11/19 8/11	なんか記入してる用紙じゃなくて新しい用紙も入ってるんかなこれ
12:56	あすか 11/19 8/11	新しい用紙をゆーくんにスキャンして送るの？
12:57	ゆうげん	あ
12:57	ゆうげん	アイ工務店に直接言ったらいいんか
12:57	あすか 11/19 8/11	それもひとつやね
13:02	ゆうげん	データで貰うわ
13:16	あすか 11/19 8/11	"データで貰って
データで返すことできるの？"
13:17	あすか 11/19 8/11	"なんかすりでじさんが
ホームメーカーも
決めて話進めないと
こちらも進めにくい

的なこと言ってたからさ"
13:18	あすか 11/19 8/11	"とりあえず、
東京と大阪だし頻繁に行き来も
できないしまだ建物とか
色んな値段も聞けてないから
なんとも言えない
早めに決めなきゃいけないのは
わかってるけど

みたいに言っといたけど"
13:19	ゆうげん	返せる
13:21	ゆうげん	そんな1日2日で反応出来るわけないやん
13:21	あすか 11/19 8/11	そう、だから、距離もあるからとりあえずアイ工務店の方でローンの話は進めてるけど
13:21	あすか 11/19 8/11	て言っといた
13:22	ゆうげん	待ってや
13:22	ゆうげん	とりあえず買うこと確定なんやから
13:23	あすか 11/19 8/11	"距離もあるしなかなか
頻繁にやり取りも出来ないから
って言ったら、
遠方なのでこちらも配慮はさせて頂きますとは言ってたけどね"
13:24	あすか 11/19 8/11	不動産屋のことはどんな決まりがあるのか私も知らんけど
13:25	あすか 11/19 8/11	それぞれ何かとあるんだよきっと
13:25	あすか 11/19 8/11	"ただこっちも大変な状況では
あるって伝えてあるよ"
14:48	ゆうげん	アイ工務店の
14:48	ゆうげん	貰ってるプラン送って
15:02	あすか 11/19 8/11	急ぐ？
15:23	ゆうげん	いや
15:23	ゆうげん	アイ工務店に直接メールで貰うわ
15:36	ゆうげん	"ご返信ありがとうございます。

8.9*7.8の建蔽率60なので51.732㎡が建物に利用できる面積で、
その1/8なので最大6.46㎡ということで2*3or2.5*2.5ほどが利用可能という認識で間違いないでしょうか？

また現物を持ち帰り忘れたのですが、昨日見せて頂いたプランをPDFでいただいてもよろしいでしょうか？

確認したい点は2階、3階の縦横の最大mはいくらくらいなのかという点です。
上記で51.732㎡が建物に使える認識なのでおおよそ７×7.4ほど使えるイメージですが、5.6×6.5ほどしかなかったので
まだまだ使えるんじゃないかと思った次第です。"
15:36	ゆうげん	こんなこと聞いてる
16:25	ゆうげん	んー
16:25	ゆうげん	やっぱここちっちゃいなぁ
16:26	ゆうげん	30ツボのところがやっぱり外観もスペースもいいなぁ
16:26	ゆうげん	まじで海沿い以外の欠点がない
16:27	ゆうげん	どう足掻いても6m×7mやもん
16:27	ゆうげん	小さいわ
16:35	ゆうげん	もっかい
16:36	ゆうげん	30ツボのところ資料送って
16:57	ゆうげん	早めに送ってほしい
16:57	ゆうげん	せめて住所教えて
17:05	ゆうげん	[写真]
17:05	ゆうげん	当たれへんやん
18:36	ゆうげん	てか他の物件もあるやん
18:41	ゆうげん	https://suumo.jp/tochi/osaka/sc_izumiotsu/nc_97135162/
18:41	ゆうげん	ここはどう?
18:42	ゆうげん	ネックは値段だけやと思う
19:02	ゆうげん	せめて返事くれ
19:29	あすか 11/19 8/11	ごめんばたばたしてた
19:30	あすか 11/19 8/11	値段は任せるよ
19:30	ゆうげん	ちょいまyてね
19:30	あすか 11/19 8/11	ゆー君の稼ぎでローン組まなきゃやから
19:30	あすか 11/19 8/11	ローン組める値段ならいいんじゃない
20:43	あすか 11/19 8/11	なにしてる？
20:55	ゆうげん	家事済ませてる
21:02	あすか 11/19 8/11	そかそか
21:03	あすか 11/19 8/11	落ち着いたら教えて
21:39	ゆうげん	落ち着いたよ
21:43	ゆうげん	あ
21:43	ゆうげん	ちょい待って
21:43	ゆうげん	トイレ
21:47	あすか 11/19 8/11	トイレ終わったら電話いい？
21:47	ゆうげん	おわった
21:49	あすか 11/19 8/11	いける？
21:49	ゆうげん	いける
22:11	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
23:30	あすか 11/19 8/11	おーーーーい
23:30	ゆうげん	ん?
23:30	あすか 11/19 8/11	きこえてる？？
23:30	ゆうげん	いま切れてるやん
23:31	あすか 11/19 8/11	え？
23:31	あすか 11/19 8/11	[写真]
23:31	ゆうげん	俺切れてる
23:31	あすか 11/19 8/11	あれ
23:31	あすか 11/19 8/11	☎ 通話時間 1:41:01

2021/10/13(水)
00:12	あすか 11/19 8/11	☎ 通話時間 41:24
08:05	あすか 11/19 8/11	"金曜日もう空席少なくて
21時半発のしかないみたい"
08:08	あすか 11/19 8/11	金曜日21時半発の前やと18時05分発になるって
08:08	あすか 11/19 8/11	"帰りが日曜日なら日曜日も
結構埋まってるみたい"
08:09	あすか 11/19 8/11	だから往復でチケットとった方がいいって
08:09	あすか 11/19 8/11	そして急いだ方がよさそ
08:09	あすか 11/19 8/11	どうする？
08:12	ゆうげん	18:05は無理やから
08:12	ゆうげん	21:00で
08:13	ゆうげん	往復でいいよ
08:14	あすか 11/19 8/11	日曜日もかなりいっぱいらしいねんけど
08:14	あすか 11/19 8/11	"帰り日曜日やんな？
何時くらいがいいやろ"
08:14	あすか 11/19 8/11	今何時あいてるかきいてる
08:15	ゆうげん	帰れるなら何時でもいいよ
08:18	あすか 11/19 8/11	"日曜日は午前中やった？
アイ工務店"
08:19	ゆうげん	確かな
08:22	あすか 11/19 8/11	希望の時間とかある？日曜日
08:23	ゆうげん	遅すぎなければ
08:24	あすか 11/19 8/11	遅いって何時くらい？？
08:24	ゆうげん	21より早い方がいい
08:24	あすか 11/19 8/11	金曜日は21時半発よね
08:24	ゆうげん	いきはそれでいいけど
08:25	ゆうげん	帰りはもうちょい早い方がいい
08:25	ゆうげん	家着くの23:00とかになるから
08:25	あすか 11/19 8/11	そうやね
08:25	あすか 11/19 8/11	聞いてみてる今
08:30	あすか 11/19 8/11	"金曜日 羽田 21時半発
日曜日 関空 18時40分発"
08:30	あすか 11/19 8/11	いける？
08:30	あすか 11/19 8/11	"これでいけるなら往復のチケット今日買ってくれるって

もう結構埋まってて空席少ないみたい"
08:31	ゆうげん	いける
08:31	ゆうげん	お願い
08:31	ゆうげん	ありがとうございます言っておいて
08:31	あすか 11/19 8/11	"宣言解けたからかな？
人多そうやね。。"
08:31	あすか 11/19 8/11	了解です
08:54	あすか 11/19 8/11	[ファイル]
08:54	あすか 11/19 8/11	"ゆう君に転送して下さい。
往復のチケットです。
行きの座席を指定出来へんかったから金曜日は羽田空港のANAのカウンターでチケットを見せて座席を取って貰うように伝えて下さい。"
08:55	あすか 11/19 8/11	とのことです
09:02	ゆうげん	ありがとう
09:02	ゆうげん	いまね
09:02	ゆうげん	広い土地にするか
09:02	ゆうげん	4階建てか
09:02	ゆうげん	迷ってる
09:04	あすか 11/19 8/11	4階建て？？
09:05	ゆうげん	対角距離取れるなら正方形6mでも何とか行けるねんな
09:06	ゆうげん	20ツボ4階建て
09:06	ゆうげん	800マンの差があるなら4階建ても視野にはいるねんm
09:08	あすか 11/19 8/11	4階建て建てれるの？
09:09	ゆうげん	鉄筋なら
09:09	あすか 11/19 8/11	4階建てにするのはなんで？
09:09	ゆうげん	撮影スペース確保
09:09	あすか 11/19 8/11	"部屋数は足りてるから
屋上つけるのでいいんじゃない？"
09:09	ゆうげん	夜にストロボバンバンたてられへん
09:09	あすか 11/19 8/11	"あんまり縦に伸ばしても
怖い気もする"
09:10	あすか 11/19 8/11	なんで？
10:42	ゆうげん	アイ工務店
10:42	ゆうげん	言った時の
10:42	ゆうげん	不動産の人の名刺ちょうだい
10:52	あすか 11/19 8/11	[写真]
10:52	あすか 11/19 8/11	"昨日資料請求して土地の
不動産屋さんから電話あった"
10:52	あすか 11/19 8/11	"出られへんかって
まだ折り返してないけど"
10:53	あすか 11/19 8/11	"私直接やりとりせん
方がいいよな？"
10:53	あすか 11/19 8/11	ほんで一応みてきた
10:53	あすか 11/19 8/11	[写真]
10:53	あすか 11/19 8/11	[写真]
10:53	あすか 11/19 8/11	[写真]
10:53	あすか 11/19 8/11	"今日曇りやから日当たりわからんけど広々はしてたよ

前の道も"
10:54	あすか 11/19 8/11	前の道も狭いとかそういう不便さはなかったし業務スーパーが近かった
10:54	あすか 11/19 8/11	昨日ゆーくんが送ってくれたサイト、開かれへんから住所わからんくて見つけるの時間かかった
10:54	あすか 11/19 8/11	なんであのサイト開かれへんねやろ
11:13	ゆうげん	売れたのか
11:13	ゆうげん	掲載終わっただけか
11:13	ゆうげん	あとここも
11:13	ゆうげん	https://myhome.nifty.com/tochi/osaka/izumiotsushi/athomef_6972649034/
11:14	ゆうげん	とりあえず上限は4000にする
11:16	あすか 11/19 8/11	"ここは心理的瑕疵ある所で
なしにしたところ"
11:16	ゆうげん	なんで?
11:16	あすか 11/19 8/11	"私昨日のところの土地
電話かけ直さん方がいい？"
11:17	ゆうげん	アルファさん経由の方がいいな
11:17	あすか 11/19 8/11	木村さんに私から電話しよか？
11:17	ゆうげん	ココ殺人やっけ
11:17	あすか 11/19 8/11	そう？殺人
11:17	あすか 11/19 8/11	？間違えた
11:18	ゆうげん	木村さんお願い
11:19	あすか 11/19 8/11	"ここの土地扱えるかって言うのを聞いたらいいんかな？
まずアイ工務店の松本さんとかに確認した方が良さそうかな"
11:20	ゆうげん	"いや
木村さんでいいよ"
11:20	ゆうげん	さき
11:21	ゆうげん	スピード勝負や
11:21	あすか 11/19 8/11	"木村さんに
ここの土地扱えるかって
聞いたらいい？
"
11:21	あすか 11/19 8/11	でも
11:22	あすか 11/19 8/11	あ
11:22	あすか 11/19 8/11	別のページなら出てきた
11:22	あすか 11/19 8/11	木村さんに確認してみる
11:24	ゆうげん	あすかが資料請求したから
11:24	ゆうげん	消えたんちゃう?
11:25	あすか 11/19 8/11	それだけでは消えへん気するけど（笑）
11:26	あすか 11/19 8/11	とりあえず木村さんに言ってみる
11:44	ゆうげん	一応アイ工務店の人には言った
11:45	あすか 11/19 8/11	なにを？
11:46	あすか 11/19 8/11	"木村さんに電話したよ

扱える物件ではあると思うけど
明日にでも確認してまた連絡させてもらいます

って言ってた"
11:47	あすか 11/19 8/11	"不動産屋さん今日休みやから
明日の確認になるって"
11:48	ゆうげん	この広さでどんな価格か
11:49	あすか 11/19 8/11	アイ工務店の松本さんに
11:49	あすか 11/19 8/11	"アルファの木村さんに
この土地のこと話してあるの
伝えといてもらっていい？"
11:59	ゆうげん	伝える
12:00	あすか 11/19 8/11	ありがと
12:05	あすか 11/19 8/11	今できることはこれくらい？
12:08	ゆうげん	そだね
12:09	ゆうげん	あとは取られないことを天に祈ろう
12:09	ゆうげん	あと少しでも節約していこう
12:09	ゆうげん	4000マンローンは割と目いっぱい上限やから
12:12	あすか 11/19 8/11	メルカリ頑張りたいな
12:12	あすか 11/19 8/11	節約も大事やけど
12:12	あすか 11/19 8/11	できることやってかなきゃね
12:12	ゆうげん	目が回るわ
12:12	あすか 11/19 8/11	"クマの手作りのポシェットも
作ったままで出品してない"
12:13	あすか 11/19 8/11	今は大変かもしらんけど
12:14	ゆうげん	[写真]
12:14	ゆうげん	まあもう頑張ってるで
12:14	あすか 11/19 8/11	叶えたいこと叶えるために私も頑張ろ
12:14	あすか 11/19 8/11	私も頑張りなあかんねんなぁメルカリ
12:27	あすか 11/19 8/11	クマのポシェット写真撮るのむずい
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	こんな感じ？
12:28	ゆうげん	ほんまは外で取った方がいいけど
12:28	ゆうげん	アングルはそれでいいと思う
12:28	あすか 11/19 8/11	外？？？
12:29	あすか 11/19 8/11	とりあえずこれで出してみよかな？
12:29	あすか 11/19 8/11	一応さ、メルカリショップ開設してるねんけどさ
12:29	ゆうげん	それで出してみ
12:29	あすか 11/19 8/11	ハンドメイドはメルカリショップにだそうかな？
12:30	あすか 11/19 8/11	普通にメルカリの方がいいかな
12:30	ゆうげん	メルカリショップがわからん
12:42	ゆうげん	[写真]
12:42	ゆうげん	これも売れたわ
12:42	ゆうげん	投稿2分で
12:43	ゆうげん	"3日で35000いった
返済に当てよう"
12:44	あすか 11/19 8/11	すごいね
12:47	ゆうげん	こんな感じで大量に服あるから
12:47	ゆうげん	売っていくわ
13:27	ゆうげん	"敷地101.25㎡　（奥行13.5ｍ×間口7.5ｍ）　末広町の物件

・9～10×7の建物の大きさが欲しい。とのことで、
→　間口約6ｍ　×　奥行約9ｍ　の　建物建築可能です。
　この場合、建築面積は6×9の54㎡で、建蔽率は、55％となります。
　ちなみに補足なのですが、実際は間口が7.5ｍあるのに、
　建物間口が6ｍになる理由としましては、工事中に足場を組むためです。その作業スペースが必要です。

・ビルトインガレージで車は1台スペース、
　各階段の仕切り壁はなし、
　hobbyスペースは縦長（9×4）ほどを希望
　各ご要望は、すべて叶えることができると思います。

・費用面ですが、仮に総３階建ての場合で計算します。
（54㎡×３層　→　162㎡）　162㎡　＝　49.00坪

①建物：49.00坪　×　70万円　＝　約3430万円

②土地：1650万円

③諸費用：500～600万円
（お借入額や敷地が大きくなりますので、ローン諸費用や外構工事「外回りの工事」が膨らみます）

④　計：5500万円前後　
となりそうです。

①の建物の部分は、49坪は２世帯レベルのサイズ感ですので
非現実的になってます。

①の部分を３階建て　30坪サイズ　で　おおよそ2200万円～2300万円前後で納めれば、

4200万円のご予算に対しては現実的な数字になってくると思います。


末広町の物件に関しては、以上となります。
20坪の東助松町プランに関しては、少しお時間をください。
申し訳ございません。

ご確認のほど、宜しくお願い致します。
"
13:27	ゆうげん	あかん
13:27	ゆうげん	無理や
13:34	ゆうげん	諸費用がそもそも高すぎる
13:38	あすか 11/19 8/11	これアイ工務店？
13:38	ゆうげん	あい
13:38	あすか 11/19 8/11	てか
13:38	あすか 11/19 8/11	何階建てでお願いしたん？
13:38	ゆうげん	3階建て
13:40	あすか 11/19 8/11	30坪あれば3階建てでなくてもいけるかもやで
13:41	あすか 11/19 8/11	わからんけど
13:41	ゆうげん	"無理やろ
そもそも土地代と諸費用で1100くらい膨らむのに"
13:42	ゆうげん	それなら20ツボ4階建てor3.5階の方が現実的
13:42	あすか 11/19 8/11	3.5なら木造でいけるん？
13:42	ゆうげん	"わからん

今聞いてる"
13:42	あすか 11/19 8/11	鉄筋にせなあかんのは避けたい
13:46	ゆうげん	バカ高いからな
13:46	ゆうげん	鉄筋
13:48	あすか 11/19 8/11	うん
13:49	あすか 11/19 8/11	"木造で3階とか3階に屋上とか
できるなら3.5階とかよね"
15:46	ゆうげん	やっぱり
15:46	ゆうげん	20のとこにするよ
15:48	あすか 11/19 8/11	返事きた？
16:00	ゆうげん	どこから?
16:00	ゆうげん	"いや
どっちにしろここ以上にいい物件がない"
16:00	ゆうげん	屋上もっと広くや3.5以上はまあ検討だけど
16:00	ゆうげん	基本はここで組み立てるよ
16:01	ゆうげん	んでお金貯めて自分のスタジオ作る
16:02	ゆうげん	まあそもそも趣味部屋に9帖近く取るのもなかなかやしな
17:10	あすか 11/19 8/11	"アイ工務店！
3.5がどうか聞いてたんじゃなかった？？？"
17:11	あすか 11/19 8/11	"20坪のところに決めるなら
書類送らなきゃやね"
17:11	あすか 11/19 8/11	うん、きっと、そうした方がいいもの作れるよ
17:56	ゆうげん	もし家建てて
17:56	ゆうげん	しばらく東京なら
17:56	ゆうげん	月4で帰るわ
17:56	ゆうげん	バスで
17:57	あすか 11/19 8/11	月4日？
17:57	ゆうげん	"月4回
バスなら往復7000くらい
月28000
高いな"
18:06	あすか 11/19 8/11	交通費貯金しよ
18:07	ゆうげん	"ん?
帰るなってこと?"
18:09	あすか 11/19 8/11	ちゃうちゃう
18:10	あすか 11/19 8/11	"交通費のために貯金
交通費貯金用の貯金箱
つくろ（笑）"
18:45	ゆうげん	なるほ
18:46	ゆうげん	とりあえず今日家帰ったら
18:46	ゆうげん	スターさんに送るわ
19:55	ゆうげん	おうち帰った
19:55	ゆうげん	めしくお
20:22	あすか 11/19 8/11	ありがと
20:22	あすか 11/19 8/11	お疲れ様
20:22	あすか 11/19 8/11	なぎ今日はもう寝た

2021/10/14(木)
02:39	ゆうげん	しまった
02:39	ゆうげん	寝ちまった
06:42	あすか 11/19 8/11	おはよ
06:42	ゆうげん	あさから
06:42	ゆうげん	火災報知器
06:42	ゆうげん	なりまくってた
06:42	あすか 11/19 8/11	家の？
06:42	ゆうげん	ほかの階で
06:42	ゆうげん	そそ
06:42	あすか 11/19 8/11	ありゃ
06:42	ゆうげん	それで5:23に起きた
06:42	あすか 11/19 8/11	こわいね
06:43	あすか 11/19 8/11	大丈夫そうなん？
06:43	ゆうげん	一応消防士きて
06:43	ゆうげん	点検してるっぽいから
06:43	ゆうげん	大丈夫やとは思う
06:43	ゆうげん	びびるわぁ
06:43	あすか 11/19 8/11	そうなんか
06:43	あすか 11/19 8/11	そりゃびびる
06:55	ゆうげん	朝活するわ
06:56	ゆうげん	コーヒーのむ
06:56	ゆうげん	あとスキャンしないと
06:56	ゆうげん	すりちゃんに送らんと
07:00	あすか 11/19 8/11	すりちゃんって（笑）
07:00	あすか 11/19 8/11	すりでじさんのこと？（笑）
07:00	ゆうげん	でじって
07:00	ゆうげん	言いづらい
07:00	あすか 11/19 8/11	今日には送っておいてね
07:01	ゆうげん	うん
07:01	ゆうげん	データと紙で送っとく
07:01	あすか 11/19 8/11	"あんなベテランさん
ちゃん呼びできんww"
07:01	あすか 11/19 8/11	でもあだ名すりちゃんありそ
07:02	あすか 11/19 8/11	ローンの方の用紙はどうしてる？
07:10	ゆうげん	郵便で送るかな
07:37	あすか 11/19 8/11	"かけるところは
できあがってたんやっけ？？"
07:38	ゆうげん	うん
07:38	ゆうげん	だから先にデータで送って
07:38	ゆうげん	確認する
07:39	あすか 11/19 8/11	なるほど
07:42	ゆうげん	なぎちゃんみせ
08:21	ゆうげん	データ送った
08:29	あすか 11/19 8/11	写真撮らせてくれへん
08:29	あすか 11/19 8/11	[写真]
08:29	ゆうげん	あらかわいい
08:29	あすか 11/19 8/11	ありがと
10:41	あすか 11/19 8/11	"アルファの木村さんから
電話来てるけど"
10:41	ゆうげん	うん
10:41	あすか 11/19 8/11	もうあの土地はやめとくって
10:41	あすか 11/19 8/11	ゆっといていいの？
10:41	ゆうげん	いいよ
10:41	あすか 11/19 8/11	おけ
10:41	あすか 11/19 8/11	折り返し電話しとく
11:38	ゆうげん	ありがとうね
11:42	ゆうげん	スリちゃんから一応
11:42	ゆうげん	抑えておきますって返事来たわ
11:43	あすか 11/19 8/11	おけ、ありがと
11:43	ゆうげん	あと700まんで交渉してくれるって
11:44	ゆうげん	30くらい浮くっぽい
11:46	あすか 11/19 8/11	お、そうなんやね！
11:46	ゆうげん	建物代もいっぱい浮かせよう
11:46	ゆうげん	とりあえず壁はかなり取っ払う
16:37	あすか 11/19 8/11	[写真]
16:37	あすか 11/19 8/11	[写真]
16:37	あすか 11/19 8/11	[写真]
16:37	あすか 11/19 8/11	どんぐり帽子
16:37	あすか 11/19 8/11	作った
16:37	ゆうげん	あら
16:37	ゆうげん	かわいい
16:37	ゆうげん	すご
16:37	ゆうげん	作ったん
16:37	ゆうげん	2000円位で売れそう
16:37	あすか 11/19 8/11	うん、作った
16:37	ゆうげん	めっちゃ可愛い
16:37	あすか 11/19 8/11	"ハンドメイドは
そんな高く売れないと思うよ笑"
16:38	ゆうげん	付加価値つけよ
16:38	ゆうげん	インスタで
16:38	あすか 11/19 8/11	付加価値？
17:38	ゆうげん	せやで
17:47	ゆうげん	今月
17:47	ゆうげん	お給料渡せそう
17:47	ゆうげん	やっとや
21:05	あすか 11/19 8/11	[スタンプ]
21:06	あすか 11/19 8/11	[写真]
21:06	あすか 11/19 8/11	格好ださいけど
21:06	あすか 11/19 8/11	かわい
21:06	ゆうげん	かわい
21:07	あすか 11/19 8/11	日曜日から気温下がるよ大阪
21:07	あすか 11/19 8/11	服装お気をつけて
21:07	ゆうげん	今日も寒かった
21:07	ゆうげん	東京
21:07	ゆうげん	長袖で行くよ
21:07	あすか 11/19 8/11	そうなんやね
21:07	ゆうげん	なぎたんあいた
21:07	ゆうげん	まだまだ小さいなぎ
21:08	あすか 11/19 8/11	"土曜日は最高27、最低17
日曜日は最高21、最低12"
21:08	ゆうげん	10度差はあかんて
21:08	あすか 11/19 8/11	なぎ顔ちっちゃい
21:08	あすか 11/19 8/11	差激しいの困るよね（笑）
21:08	ゆうげん	"12ヤバすぎる
もう冬やん"
21:09	あすか 11/19 8/11	私もパパに送って貰った服出しとかな〜
21:09	あすか 11/19 8/11	あ
21:09	ゆうげん	"また持ってくわ
まだあるから"
21:09	あすか 11/19 8/11	ナギの秋冬の服今年ちょうど良さそうのとかいくつかあると思うんよね
21:09	ゆうげん	なぎのアウターまだ少ないから
21:09	あすか 11/19 8/11	ナギの服入ってる棚に色々ない？？？
21:09	ゆうげん	増やさないと
21:10	ゆうげん	あ
21:10	あすか 11/19 8/11	アウターもそっちにいくつかあるよね
21:10	ゆうげん	ミキハウスとか
21:10	ゆうげん	あるよ
21:10	ゆうげん	まとめないと
21:10	あすか 11/19 8/11	どんなんあったっけ
21:10	ゆうげん	とりあえず入りそうなの
21:10	ゆうげん	持ってくわ
21:11	あすか 11/19 8/11	[写真]
21:12	あすか 11/19 8/11	この服とか
21:12	ゆうげん	あると思う
21:12	あすか 11/19 8/11	"他まだ1回も着てない服も
あったんよね多分"
21:12	ゆうげん	この辺の入りそうなのまとめて持ってくわ
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	かわい
21:22	あすか 11/19 8/11	この辺の服今もきれそう
21:23	あすか 11/19 8/11	あの一番最初の帽子とか今かぶったらどんなんなんやろ（笑）
21:23	ゆうげん	いいね
21:23	ゆうげん	持ってくわ
21:23	あすか 11/19 8/11	あとなー、うちの母にもらったサロペット新品のがあるんよな〜
21:23	ゆうげん	またカバンパンパンや
21:23	あすか 11/19 8/11	今年着れるかな
21:23	あすか 11/19 8/11	なぎ用の紙袋用意しよ（笑）
21:24	ゆうげん	そのつもり
21:24	あすか 11/19 8/11	ありがと
21:39	ゆうげん	[写真]
21:39	ゆうげん	これさ
21:39	ゆうげん	ありえへん価格やからかってんけど
21:39	ゆうげん	元値81000円やねん
21:39	ゆうげん	絶対金額桁ミスってるよな
21:42	あすか 11/19 8/11	笑
21:43	ゆうげん	絶対気付いてキャンセルされそう
21:44	ゆうげん	これ売り直すだけで5万くらい儲かるもん
21:51	あすか 11/19 8/11	確かにキャンセルされそ笑
21:51	ゆうげん	買えたら売ってなぎの消耗品に当てよう
21:53	ゆうげん	それか家具かお
22:00	ゆうげん	今家具とかも結構見てんねん
22:00	ゆうげん	楽しみが広がる
22:00	ゆうげん	おうちもひとまずやる事やったしな
22:00	ゆうげん	あとは詰めて行くだけや
22:02	ゆうげん	おすすめの家具ブランドない?
22:04	ゆうげん	[写真]
22:04	ゆうげん	[写真]
22:04	ゆうげん	これ安いな
22:04	ゆうげん	オシャレやし
22:29	あすか 11/19 8/11	家具までみてないわ〜
