1	出会った時くらいは45あったと思うんよなぁ
15:29	あすか 11/19 8/11	3日なんやね
15:30	あすか 11/19 8/11	私の系統ってどんなんかよく分からんけど（笑）
15:30	あすか 11/19 8/11	そーなのか
15:38	ゆうげん	やっぱりパッツンかpafumeののんちゃんみたいな髪が見てみたい
15:55	あすか 11/19 8/11	だれPerfumeののんちゃんって
15:56	ゆうげん	[写真]
15:56	ゆうげん	右上
15:57	ゆうげん	のっちやった
15:57	ゆうげん	誰やのんちゃん
17:12	あすか 11/19 8/11	センター分けが好きなの？
17:12	あすか 11/19 8/11	ほんま誰や
17:12	ゆうげん	"いや
ボブ➕アルファがすき"
18:29	あすか 11/19 8/11	"ボブでセンターわけが
好きてこと？？？"
18:44	ゆうげん	ボブベースが好きってこと
19:05	あすか 11/19 8/11	ボブベース？
19:06	あすか 11/19 8/11	とりあえずボブが好き？てこと？笑
19:06	ゆうげん	"ボブと前髪パツ
ボブセンター"
19:06	ゆうげん	すき
19:06	ゆうげん	可愛いし服も映える
19:31	あすか 11/19 8/11	なるほど
19:33	あすか 11/19 8/11	逆らって髪伸ばそかな🙃笑
19:36	ゆうげん	[スタンプ]
19:36	ゆうげん	まあ
19:36	ゆうげん	長いなら長いで
19:36	ゆうげん	おけい
19:44	あすか 11/19 8/11	えー、ほんまかいな
19:45	あすか 11/19 8/11	でももうピークに長かった時まで伸ばせない気がする
19:47	ゆうげん	[写真]
19:47	ゆうげん	ニューフライパン
19:48	ゆうげん	どんなままでもおけい
21:15	あすか 11/19 8/11	どこのフライパン？
21:15	あすか 11/19 8/11	またまたそんなこと言って
21:15	ゆうげん	バーミキュラ
21:15	ゆうげん	メルカリで4000円で新品売ってた
21:16	ゆうげん	元値12000
21:16	あすか 11/19 8/11	高
21:16	ゆうげん	ほんまほんま
21:16	あすか 11/19 8/11	いいフライパンなんやね
21:16	あすか 11/19 8/11	？
21:16	ゆうげん	可愛いから大丈夫
21:17	ゆうげん	STUBUと同じ素材のいいフライパン
21:17	あすか 11/19 8/11	どんな特徴あるの？
21:17	ゆうげん	メンテもタダ出してもらえるからかなり長持ち
21:18	ゆうげん	めっちゃ熱伝導がいいから
21:18	ゆうげん	水が一瞬で蒸発する
21:18	ゆうげん	野菜炒めとかめっちゃ美味しいって

2022/01/27(木)
01:31	あすか 11/19 8/11	なるほど〜
01:31	あすか 11/19 8/11	使ってみてどうたった？
08:50	ゆうげん	おはよう
08:50	ゆうげん	寝ちゃってた
08:52	ゆうげん	豚肉は美味しく焼けたよ
09:17	ゆうげん	明日面談で出社早いから
09:17	ゆうげん	早く寝るね
09:36	あすか 11/19 8/11	おはよう
09:36	あすか 11/19 8/11	私もなぎ寝かせてそのまま寝てた
09:37	あすか 11/19 8/11	面談何時から？
09:37	あすか 11/19 8/11	うん、早く寝なね
09:37	ゆうげん	9:00くらい
09:37	あすか 11/19 8/11	明日始業時間はやいん？
09:37	ゆうげん	俺だけ早いよ
10:00	あすか 11/19 8/11	"そうなんやね
8:45~とか？"
10:00	ゆうげん	そそ
11:14	あすか 11/19 8/11	そかそか、いつもより1時間早いんかな
11:46	あすか 11/19 8/11	忙しい中書類とか対応ありがとう。印鑑証明ごめんね、気をつけて。
11:49	ゆうげん	ううん
11:49	ゆうげん	テレワークでよかった
11:51	ゆうげん	印鑑証明
11:52	ゆうげん	"今日ヤマトで明日着で送るから
お金と一緒に持って行ってもらってもいい?"
12:07	あすか 11/19 8/11	そだね、ありがとね
12:07	あすか 11/19 8/11	明日朝イチで着くかな？
12:08	ゆうげん	"あー
むりかも
午前中にするけど"
12:09	あすか 11/19 8/11	"9:30~40には家出るけど、、
間に合うかな"
12:09	ゆうげん	無理やから別途送るわ
13:52	あすか 11/19 8/11	了解です、ありがとう
14:23	ゆうげん	ふぃ
14:23	ゆうげん	早く家たってすみたぁ
14:52	あすか 11/19 8/11	そだね、待ち遠しいね
15:34	ゆうげん	写真も撮りたい
15:35	ゆうげん	なぎちゃんの写真
15:53	あすか 11/19 8/11	いっぱい撮ってあげてほしい
16:14	ゆうげん	"あーーーー
はやく"
16:14	ゆうげん	家電も色々揃えてるのに
17:01	あすか 11/19 8/11	家電見るのも使うのも楽しみ
17:01	ゆうげん	"ばるみゅってるで
だいぶ"
17:39	あすか 11/19 8/11	ほぼバルミューダ？？
17:48	ゆうげん	"レンジ
トースター
ポッド
ランタン
はバルミューダ

コーヒーは検討中"
17:48	ゆうげん	なぎちゃんが喋ってるみたい
17:48	ゆうげん	[写真]
18:15	あすか 11/19 8/11	"レンジってオーブンレンジよね？

ランタンってなんだ"
18:15	あすか 11/19 8/11	ほんまやカワイぃ
18:20	ゆうげん	ランタンあかりのやつ
18:42	あすか 11/19 8/11	"あかりのやつか！
おしゃれそう。。"
18:42	あすか 11/19 8/11	箱に入れたままなんだっけ
18:46	ゆうげん	そそ
18:47	ゆうげん	仕事終わったからご飯とか色々するわ
18:51	あすか 11/19 8/11	今終わったんやね
18:51	あすか 11/19 8/11	お疲れ様
18:51	あすか 11/19 8/11	うん
18:58	あすか 11/19 8/11	なんか、言わないでもいいやって思ってたんやけど
18:59	あすか 11/19 8/11	最近、ゆー君と距離感じる
18:59	あすか 11/19 8/11	心の距離
18:59	あすか 11/19 8/11	上手く言われへんけど
18:59	ゆうげん	そんなことないで
18:59	ゆうげん	ただ俺も最近気疲れしてる
19:00	ゆうげん	やっぱり月1回は
19:00	ゆうげん	会いたいよ
19:00	ゆうげん	俺はちゃんと2人のこと大好きやし
19:00	ゆうげん	でもなんか気温やらコロナやら
19:01	ゆうげん	結構疲れが溜まってて
19:01	ゆうげん	だからちゃんと家族時間取りたいって思ってる
19:01	ゆうげん	これはまじで
19:02	ゆうげん	俺にとっては2人が人生で1番大事やし
19:02	ゆうげん	あすかが世界でいちばん好きな人
19:02	ゆうげん	よ
20:35	あすか 11/19 8/11	なぎグズグズで返事できんくて先お風呂入ってたごめん
20:35	あすか 11/19 8/11	会えないことが疲れの原因？
20:54	あすか 11/19 8/11	☎ 不在着信
20:57	ゆうげん	ちょい待ってね
20:57	ゆうげん	お風呂先はいる
20:57	ゆうげん	会えないというか
20:57	ゆうげん	パワー貰えない
20:57	ゆうげん	会えないと
20:58	あすか 11/19 8/11	お風呂いってらっしゃい
20:58	ゆうげん	家族が元気の素だから
20:58	あすか 11/19 8/11	私もそれは同じだし
20:59	あすか 11/19 8/11	この気持ちも一緒だよ
21:00	あすか 11/19 8/11	でもなんかね、、難しいね
21:51	あすか 11/19 8/11	なぎ寝たよ
22:03	ゆうげん	お疲れ様
22:03	ゆうげん	今お風呂でた
22:20	ゆうげん	ママ
22:20	ゆうげん	ごめんね
22:20	ゆうげん	おれもよゆうなくて
22:28	ゆうげん	早く会いたい
22:28	ゆうげん	電話とはやっぱり違うんよ
22:28	ゆうげん	会うのは
22:39	ゆうげん	あすかに
22:39	ゆうげん	離れられるのはやだよ
22:39	ゆうげん	心も体も

2022/01/28(金)
06:50	ゆうげん	おはよう
06:50	ゆうげん	今日は
06:50	ゆうげん	電話しよね
06:50	ゆうげん	俺からかけるね
08:00	あすか 11/19 8/11	おはよう
08:03	あすか 11/19 8/11	昨日寝かしつけたあと返事待つつもりやったんやけど寝ちゃってたごめん
08:03	あすか 11/19 8/11	電話無理しなくていいよ
08:05	ゆうげん	無理してないよ
08:05	ゆうげん	ちゃんとママのこと大事で大好きって
08:05	ゆうげん	伝えたい
08:34	あすか 11/19 8/11	"でも今日朝はやかったし
無理そうだったら無理って
言ってね"
08:37	ゆうげん	うん
08:37	ゆうげん	ありがとう
08:38	ゆうげん	今日は6時に起きたよ
09:41	あすか 11/19 8/11	早起きやね
09:43	ゆうげん	面談してきた
09:43	ゆうげん	意思は伝えたけど
09:43	ゆうげん	やっぱりまだ東京っぽい
09:44	ゆうげん	チームは変わるけど
09:50	あすか 11/19 8/11	うん、そうやと思ってた
09:50	あすか 11/19 8/11	チーム変わるんやね、がんばってね
09:51	ゆうげん	まだわからんけどね
09:51	ゆうげん	なんかごめん
09:54	あすか 11/19 8/11	いや別にゆー君が謝ることちゃうから
09:54	ゆうげん	でもやっぱりあすかには
09:54	ゆうげん	負担かけるやろうし
09:54	ゆうげん	ごめん
09:55	あすか 11/19 8/11	"でもこうなるのわかってて
こっちに家建てたいって
言ったの私やし"
09:55	あすか 11/19 8/11	がんばるしかない
09:55	ゆうげん	とりあえず毎週帰るようにする
09:55	ゆうげん	家族といたい
09:57	あすか 11/19 8/11	でもそこはちゃんと考えなあかんね
09:57	あすか 11/19 8/11	"毎週となると交通費もやばいし
ゆーくんの負担にもなるよ"
09:58	あすか 11/19 8/11	そりゃ気持ちは毎日一緒がいいけど
09:58	あすか 11/19 8/11	そう思ってるのにそうなれないことが続くとしんどいもんね笑
09:58	あすか 11/19 8/11	どうにか切り替えなきゃ
09:58	ゆうげん	負担になっても
09:58	ゆうげん	一緒がいい
09:59	ゆうげん	"一応地域限定職っていうので強制に大阪変える方法(給与下がるけど)

転職とか

そういうのも考える"
09:59	ゆうげん	俺としても
10:00	ゆうげん	そばにいて欲しい
10:06	あすか 11/19 8/11	色々考えてくれるのは嬉しいけど後悔しないようにね
10:06	ゆうげん	しないよ
10:06	ゆうげん	"自分で選ぶ道やし
損する道は選べへん"
10:07	あすか 11/19 8/11	"でも給料減るのも
転職も嫌だろうし"
10:08	ゆうげん	"転職は別にいい
給料減るのは副業が道に乗ったらカスみたいな差額やから全然いい"
10:08	ゆうげん	福利厚生が減らなきゃいい
10:10	あすか 11/19 8/11	"どう動くにしろまだ先やろうし
今はこの状態で頑張るしかない"
10:10	あすか 11/19 8/11	とりあえず無理はしないようにしてほしい
10:10	ゆうげん	4月から新チームやから
10:11	ゆうげん	まだ内示は出てないけど
10:11	ゆうげん	とにかくそろそろ本気出さなやな
10:11	ゆうげん	頑張るわ
10:11	あすか 11/19 8/11	無理はしたらあかんよ
10:11	ゆうげん	ママにも支えてもらいたい
10:12	あすか 11/19 8/11	"それはできるならそうしたいし
私も聞いてほしい話いっぱいよ"
10:12	ゆうげん	"俺の最終目標は
不労所得で家族仲睦まじく慎ましく一緒に過ごす
やから"
10:17	あすか 11/19 8/11	なかなか目標高いのね
10:17	あすか 11/19 8/11	ろうきんついた
10:17	ゆうげん	"そんな高くないよ
1億貯めたら不労所得できるし"
10:18	ゆうげん	早くからありがとうね
11:03	ゆうげん	あと
11:03	ゆうげん	来週鼻炎のレーザー治療してくる
11:04	ゆうげん	最近鼻ずまりでかなり集中力落ちてるから
11:20	あすか 11/19 8/11	いや、それが高いよ
11:21	あすか 11/19 8/11	お金稼ぐってやっぱ時間も取られるし
11:21	あすか 11/19 8/11	平凡を望む
11:21	あすか 11/19 8/11	どこで治療するの？気をつけて
11:21	あすか 11/19 8/11	無事終わって電車乗った
11:21	ゆうげん	最寄り駅のそば
11:21	ゆうげん	特に問題なかった？
11:22	あすか 11/19 8/11	うん、大丈夫やったよ
11:22	ゆうげん	寒いのにごめんね
11:22	ゆうげん	ありがとう
11:22	ゆうげん	毎月15万づつ貯金するねこれからは
11:22	あすか 11/19 8/11	¥297000貯金の口座からおろしてるから、また戻せる時戻しといて欲しいです
11:22	あすか 11/19 8/11	15万も大丈夫？
11:23	ゆうげん	"大丈夫
毎月手取り25前後やから
引き落とし5万以内に収めて
15送って
それでの5万あるから"
11:24	ゆうげん	"残ったぶん全部遅れるようにするね

服は売ったりしてやりくりする"
11:24	ゆうげん	何とか月3-4回帰れるようにしないと
11:25	あすか 11/19 8/11	でもこっちでいるお金もあるからさ、、15大丈夫かなって
11:26	ゆうげん	"大阪の分の込めた15って感じにする

余裕あったら20送るし"
11:26	ゆうげん	とにかく
11:26	ゆうげん	貯金Time
11:26	あすか 11/19 8/11	無理ない程度にしなきゃだめだよ
11:28	あすか 11/19 8/11	こういう場に1人で来るのとかめっちゃ緊張するし心細いしやばーて思ってたけど松本さん来た瞬間ちょっと安心した
11:28	あすか 11/19 8/11	売主さん見た目怖そうやったけど優しかったから何とか乗り越えられた
11:29	ゆうげん	"まっちゃんおっとりお兄さん系やから
余計ね

そうか
売主さんと対面か"
11:29	ゆうげん	1人でありがとうね
11:29	ゆうげん	[スタンプ]
11:29	あすか 11/19 8/11	"しかもなぜか家族で食べてってフィナンシェ？お菓子くれた、
松本さん"
11:30	あすか 11/19 8/11	そう、売主さんと最初で最後であろう対面
11:30	あすか 11/19 8/11	ううん
11:32	ゆうげん	結局俺は二度と会えんな
11:32	ゆうげん	とうとう土地購入か
11:32	ゆうげん	本格的に始まったローン生活
11:36	あすか 11/19 8/11	"建物の着工が4月の予定やから
3月半ばか末とかに建物壊す工事に入るかなーて感じのこと言ってた松本さん"
11:36	あすか 11/19 8/11	お互い頑張ろ
11:38	あすか 11/19 8/11	ろうきんダイレクト？てわかる？
11:41	ゆうげん	わかたぬ
11:41	ゆうげん	らぬ
12:22	あすか 11/19 8/11	ろうきんのアプリかな？
12:22	あすか 11/19 8/11	"それでやり取り出来るって
松本さん言ってた"
12:23	あすか 11/19 8/11	297000もご主人様の口座に入ってて別の口座からおろしたと思うんですけどろうきんダイレクトっていうので送ってもらえると思うんでどーたらこーたら
12:23	あすか 11/19 8/11	て
12:35	ゆうげん	おけけ
16:50	あすか 11/19 8/11	今日は17:45おわりかな
16:50	ゆうげん	やけどリーダー会出るから18:00くらいかな
16:50	ゆうげん	19:00ちょいには家着くと思う
16:52	あすか 11/19 8/11	そか、いつもよりは早いんやね
17:08	ゆうげん	そそ
17:08	ゆうげん	家ついたら言うね
18:12	あすか 11/19 8/11	うん、気をつけてね
18:12	あすか 11/19 8/11	もうちょいしたらご飯作り始める
18:12	ゆうげん	もうかえってるよ
18:12	ゆうげん	今日は何食うの?
18:13	あすか 11/19 8/11	そうなんやね、お疲れ様
18:14	あすか 11/19 8/11	"ナギは
ほうれん草入り卵焼き
ミックスベジタブル
おやき
ごはん"
18:14	あすか 11/19 8/11	"私は
ほうれん草入り卵焼き
きのこソテー かな"
18:16	ゆうげん	ナギさすがの高栄養価
18:16	ゆうげん	ママタンパク質取ろ
18:16	ゆうげん	納豆
18:17	あすか 11/19 8/11	卵タンパク質とれるよ
18:18	あすか 11/19 8/11	あ、あと梅干し食べたいから梅干し食べる
18:26	ゆうげん	いいねいいね
18:26	ゆうげん	たんとお食べ
19:05	あすか 11/19 8/11	ご飯食べる
19:06	ゆうげん	おけ
19:06	ゆうげん	今お家ついた
19:06	あすか 11/19 8/11	[写真]
19:06	あすか 11/19 8/11	[写真]
19:06	あすか 11/19 8/11	おかえり、お疲れ様
19:06	ゆうげん	つかれたーー
19:06	ゆうげん	あれ
19:06	ゆうげん	ぱっつん
19:06	あすか 11/19 8/11	気づかんかと思った
19:07	ゆうげん	甘いわー
19:07	ゆうげん	さすがに気付く
19:07	ゆうげん	なんかおもろい笑
19:41	あすか 11/19 8/11	毎日顔合わせてるはずのしゅんがすぐには気付かんかったから
19:41	ゆうげん	あまい
19:41	あすか 11/19 8/11	良かった、気づいてくれて
19:42	あすか 11/19 8/11	[写真]
19:42	あすか 11/19 8/11	[写真]
19:42	あすか 11/19 8/11	[写真]
19:42	あすか 11/19 8/11	[写真]
19:42	あすか 11/19 8/11	かわいいで
19:53	ゆうげん	可愛いけど
19:53	ゆうげん	ちょっと情けなさもある笑
20:05	あすか 11/19 8/11	それがかわい
20:06	あすか 11/19 8/11	この写真は可愛いけど悪ガキ感も増してる
20:07	ゆうげん	いいな
20:07	ゆうげん	かわいい
20:07	ゆうげん	ママの可愛い子
20:57	あすか 11/19 8/11	ママの可愛い子てなんだ
20:58	ゆうげん	可愛いママの可愛いなぎちゃん
21:11	あすか 11/19 8/11	またまたそんなこと言うて〜
21:27	ゆうげん	ほんまに
21:28	ゆうげん	早く会って
21:28	ゆうげん	コーディネートしたい
21:54	ゆうげん	ふぅ
21:54	ゆうげん	お風呂気持ち
21:56	あすか 11/19 8/11	着せ替え人形
21:56	あすか 11/19 8/11	今やっと寝た
21:56	あすか 11/19 8/11	梛
21:57	ゆうげん	お疲れ様
22:00	あすか 11/19 8/11	お風呂？
22:00	ゆうげん	お風呂よ
22:00	ゆうげん	もうそろでる
22:00	あすか 11/19 8/11	そうなのね
22:01	あすか 11/19 8/11	ちゃんとあったまるのだよ
22:01	ゆうげん	のだ
22:04	あすか 11/19 8/11	野田
22:06	ゆうげん	ママちょい待ってね
22:09	あすか 11/19 8/11	はーい
22:23	ゆうげん	髪乾かす
22:26	あすか 11/19 8/11	さっきお風呂入ったとこやったんやね
22:27	ゆうげん	そそ
22:34	ゆうげん	出たで
22:37	あすか 11/19 8/11	おかえり
22:38	ゆうげん	遅なってごめんね
22:38	あすか 11/19 8/11	大丈夫よ
22:39	ゆうげん	服売れたで
22:39	ゆうげん	ウハウハ
23:25	ゆうげん	☎ 通話時間 46:24
23:26	ゆうげん	"なんか
冷たく感じた"
23:26	ゆうげん	おやすみ
23:27	あすか 11/19 8/11	違うのよ
23:27	あすか 11/19 8/11	眠たいかなって思ったから

2022/01/29(土)
00:29	あすか 11/19 8/11	"通知で起こしたらゴメン。。


ゆー君に負担かけたくない。
ゆー君に嫌われたくない。
ゆー君にストレスかけたくない。ゆー君を怒らせたくない。
そう思って
ほんとに思ってること
言いづらくなっちゃった。

会いたくても。
寂しくても。

「今は会いたいって言ったって
会えない状況やねんから仕方ない。」

前は同じように会いたいとか
ぎゅーしたいとかぎゅーしてほしいとか言ってくれたのに

いつの間にか現実的な言葉が返ってくるようになった。

話聞いて欲しくても。

ゆー君疲れてるかもやし明るい話しよ。て気遣っちゃうようになった。

心配になっても不安になっても。

あんまりしつこくLINEしないようにしよ。毎日「気をつけてね」「早く寝るんよ」「しっかり食べるんよ」「ちゃんと起きてる？」そう言いたいけど。
親みたいって思われるかなって
言いづらくなった。
本当は電話したいけどいいって言お。我慢しちゃうことが増えた。

ゲームとか調べ物とかで割と遅くまで起きてることあるやろうに、早めに連絡こなくなったら

「ねかけてた」「寝てた」て言ってるのに

誰か他の人とLINEしてるとか
電話してるとかなんじゃないかって疑っちゃうようになった。
疑いたいわけじゃないのに
不安になっちゃって泣いてばっかり。

ゆー君のことを信用しきれて
なくてしんどい。

一昨日の夜とか昨日はたくさん
LINEくれて気持ちもいっぱい伝えてくれたけど、それまでは
LINEもなんか素っ気なく感じて。

ゆー君がめっちゃ遠く感じるようになった。

ほんとは、
今日はナギがね…とか。
一日の終わりはゆー君で締めたかった。

でもそれをなんか避けられてるように感じちゃうようになった。

付き合う前、
「好きだ」て認めるのが怖い。
「相手のことをすごく求める自分になるのが怖い。人は心変わりするから。どんなに嬉しいことを言ってくれてても、この先どうなるかなんてわかんないから。相手を嫌になる以外にも
いつ別れが来るかわからないから。だから怖い。出会い方的にも信じていいのかわからない。」そうやって私が色んな気持ち伝えたらゆーくんは、
「不満不安を言われたからって
俺は絶対に嫌いにならない。」
「俺からは離れない。」
「無理に信じなくていい。
信じられるところだけ信じて
言ってもらって。
少しずつその幅が広がれば。
いつまでも待つよ。」
そうやって寄り添ってくれた。

付き合って数日経ったときに、
知らない人から
「國松憂魁の彼女なんですけど。話したいことがあって。
良ければ返事ください。」てLINEきて。そのあとゆー君の気持ち聞いた上でこれから一緒にいたいこと、安心してとはいえないけど、私は1度好きになるとそう簡単に気持ち変わらないから、逆に覚悟して。
てことを伝えたときには、
「その気持ちをないがしろに
しないように努力する」て言ってた。ゆー君が私を俺で埋めたい！て言ってきた時に
「不安に思ったり悩んだりも含めてゆーくんを思う時間はたくさんあるよ」て伝えたら
「負担かけないように一途に生きます」と。
「なんやろ、浮気とかってさ
他の人が魅力的に見えるからするんよね。俺多分あすかと比べてあすかに勝る人おらんと思う。それくらいドンピシャで可愛いって思う。」
なんてことも言ってた。

どうなるかと思ったけど、
やっぱりこの人すごいなー。
この人となら、安心していられそう。この人なら、大丈夫そう。一緒に過ごす時間の中でこういう気持ちで満たされ始めてたのにね。

付き合いたての事件で不信感残ってるのに、あんなこと言ってた人に浮気されて。
しかも婚約中で準備していこーてときに。
そりゃ長く引きずるよね。
自分の親が浮気から始まって最終的に離婚してるのも目の当たりにしてるし。
何回も懲りずに浮気繰り返す人を近くで見てきたし。
何よりも恐れてたことやったもん。それをされたんだから。
そりゃ引きずる。
何回も何回もあの日のこと
フラッシュバックするよ。
ゆー君を苦しめたいわけじゃない。引きずりたくもない。
でもフラッシュバックする。
不安になる。
「この人なら絶対大丈夫だな」なんて思えてきてたときやったから。余計にショックだった。
あの当時は
「罪滅ぼしじゃないけど
少しでいいから時間をください。

何を見てもやっぱりあすかが1番好きで1番失いたくなくて
あんな顔させてしまったのが
死にそうなくらい後悔してて

もう少し
時間をください

一緒にいさせてください

何を見たって
あすかが俺の中で1番やった
なのに軽率な行動で
傷つけてしまってごめんなさい

一緒にいたいです
一緒に笑いたいです
償わせてください」

「俺はあすかにしてはいけないことをしたから。たくさんわがまま言って」

「忘れないし、二度としない」

「信用して貰える日がいつ来るかわかんないけどいっぱい頑張る」

「いくらでも罵倒して。
ちゃんと受け止める。」

こんな風にあのことを思い出す度に必死に受け止めてくれた。

結婚の準備が進んできた時に私が、
「私にとってゆー君でいいのか。ゆー君にとって私でいいのか不安。」そう伝えた時には
「あすかにとっての俺はわからないけど、俺にとってのあすかはいいところも悪いところも大事だよ。いっぱい不安にさせてごめんね。」
そう言ってくれた。
あの当時、赤ちゃんができやすい日に中で出す性行為をして、妊娠してるかな？
大丈夫かな？て時期やったから、私もどこかに「結婚しなきゃ」てのがあって。それがあったから踏み出せたって
いうのもあるなって思う。
今でもこんなに思い出して
不安になってしんどくなったりしてゆー君にも負担かけるなら
あの時別れておけばよかったって。何回も考えてしまう。
でも逆に、あの時別れる選択をしててもまだ発覚はしてなかったけどもうナギを授かってた時やったから、別れた後に妊娠発覚なんてどうなってたやろって
怖くもなる。
時間が経つにつれて、あの時のことを思い出しちゃっても「それ何回もきいた」「大丈夫やって」そう軽くあしらわれる
ようになった。
ゆーくんは、もう家も建てるし、ナギもおるし、浮気なんてする余裕ないよって言うけど。
「あれだけの言葉言ってくれてるもん。大丈夫。この人は大丈夫。」て絶対にない！と思ってたのにされたから。
「もうしない」なんて簡単には
信じられないんだよ。

付き合う前に
「何でそこまで言いきれるのか、できるかわかんないのに言い切らないでほしいって感じる」みたいなことを私が言った時にゆーくんは
「俺はあれやな。
自分に対する誓いでもある。
言い切ることで言葉の意味とか
重みを感じてる。基本できないことは言わないし言ったことはやり切るから。」
そう言ったんだよ。
でもほら、
負担かけないように一途にいるとか言ってた人が浮気してるんだよ。そりゃ信用なくすよ…。


「今は離れてるからどうしようもない」なんて言い訳やよ…。

いつもそう思ってた。

初めての遠距離期間はゆーくんも、「あすかがそばにいないのが1番しんどい」
「ぎゅーもよしよしもできないしして貰えない」
「あすかの首元の香り嗅ぎたい。あれ落ち着く」
そんな風に言ってたけど…
今はそういう感じのこと全く言わなくなったよね。

私が寂しがるのも会いたいって
言うのも不安に思うのも心配してるのも全部めんどくさくなってるんだろうなって思うようになった。だからこんなこと話したって「今は仕方ない」 
「俺だって会いたいけど
会いたいって言ってもどうにもならない」「もうちょいもうちょい！」そういう感じの現実的というか軽い感じというか、、そんな言葉が
返ってくる気がしてさ、
それなら言わない方がいいって
思うようになったんよね。"
00:33	あすか 11/19 8/11	"私はもう、
求められてない、
必要とされてない、
とかまで考えるようになってしまって。確認したいけどめんどくさいって思われそうって思うと怖くて。ずっとずっと不安やった。

私みたいに、
相手に惚れ込むというか、
依存したり顔色伺って
相手が私にどういう風にいてほしいかとか伺いながら合わせながらいるような人なんて、、
おもないもんね。

浮気をどれだけゆー君が悔いたってこんなにも引きずられると
しんどいもんね。

あれもこれも自分のせいだなって。

色々話したけど

とりあえず私は

変わらなきゃって。
私が変わらなきゃって。
そう思ってさ。

いっぱい自分をコントロールしてた。正直しんどいけど、自分自身のためにもなると思ったから。

会いたい
ぎゅーしたい
手繋いで寝たい
デートしたい
一緒に暮らして一緒にご飯食べて
一緒の部屋で寝たい
親子3人で遊びたい
そんな願望ばっか言われても
何をできるわけでもないもん。
やめなきゃって。
でも本当は毎日まいにち
そんなこと考えてて。
結婚してからの色んなこと思い出して、もうすでに嫌に思われてたらどうしよ…て。
結婚したから、子どももおるから、だからあすか。て感じやったらどうしよ…て。
ホントはいつも不安やった。
自分に自信ないし、
あれでよかったのか、これでよかったのか、ゆー君に嫌に思われないか、、めんどくさくなって愛想つかされないか、、

いつの間にか、そんな風に、

ゆー君の反応を伺いながら
本心を抑えるようになっちゃって。

でも分かってるんよ。
ゆー君がしんどくなるのも
私がしんどくなるのも
私がゆーくんに依存してるからやって。ネガティブやからやって。

本音を言えば電話だって繋ぎっぱなしというか、寝落ちが1番幸せよ。でもそれを当たり前に思いたくないの。色んなこと話して、最後は「おやすみ」て電話を切ってた頃に戻りたいだけ。

LINEも適度に抑えたくて、
ほんとにバタバタしてる時もあるけど、返せるけど返してないってこともある。
いっぱいやりとりできることが
普通って思いたくない。

そうじゃなくなった時にしんどいから。

ゆーくんに負担かけたくないのもやし、自分がちょっとした事で落ち込まないためにも、普通の距離感をちょっと広げようと本心抑えてがんばってる。

私異常やから、
今でもというか今やからこそっていうのもあるけど、毎日電話したいしLINEもできるだけ沢山したいし、色んなこと報告し合いたいし、休みの日はビデオ通話繋げっぱなしでも良くない？てくらいなんよ。

でもそれが普通になったら、
そうならない日に落ち込んじゃうんよ。
不安になっちゃうし心配に
なっちゃうんよ。 

だから自分が変わらなって思ってる。

一昨日とか昨日とかはめっちゃ連絡くれたけど前の土日とかからはなんかほんとめっちゃ心の距離感じちゃってさ。
ゆーくんは、これというものには力そそげるってわかってるからさ、こんなにも落ち着いたというか…朝も「おはよう」だけやったり。今からこれしなきゃとか今あれしてるとか。私の話もなんかそんなに興味持って聞いてる感なかったり、LINEもできなくていいと思ってそうやし、電話もゆー君が「また電話しよ」て言ってくれてる時だって私が電話して欲しいって感じてるから言ってるだけであって、別にゆーくんがしたいわけじゃないのも伝わってる。
ちょっと異変があったって
何も気にしなくなった。
アイコンとか全部変えても。
既読無視しても。
未読無視しても。
口調かえても。
何も触れてこなくなった。
てことは私よりもナギよりも
重要なことがあるんだって。
そう思った。
マイホームのこと考えてるなら
私にも連絡くる。
てことは他の何かなんよ。
そこで私は浮気とかを疑っちゃう。そういう自分なのがしんどいの。"
