1	ハイツみたいなんで
10:00	ゆうげん	いちおうね
10:00	ゆうげん	住宅ローン控除って言うのがあって
10:00	ゆうげん	30坪以上なら毎年20万円浮くんやって
10:00	ゆうげん	これについてどう思う?
10:00	ゆうげん	10年で200万円
10:00	ゆうげん	20ツボは該当しない
10:01	ゆうげん	から帰ってこない
10:03	ゆうげん	ごめん
10:03	ゆうげん	嘘やった
10:03	ゆうげん	15ツボやった
10:16	あすか 11/19 8/11	ん？どゆこと？
10:16	ゆうげん	法律でマイホームローン組んだら
10:17	ゆうげん	払った税金もどるんやけど
10:17	ゆうげん	"その条件が30平方メートル
つまり15ツボやった"
10:17	あすか 11/19 8/11	つまり
10:17	ゆうげん	戻る金額は毎年20万円くらい
10:17	あすか 11/19 8/11	かんけいないねってこと？
10:17	あすか 11/19 8/11	関係
10:17	あすか 11/19 8/11	ん？
10:18	ゆうげん	"だからあの物件で問題ない
&少し楽になるって言う報告"
10:18	ゆうげん	あとやっぱ住宅手当ありそう
10:18	ゆうげん	探すね
10:19	あすか 11/19 8/11	住宅手当ありそうなんやね
10:19	あすか 11/19 8/11	ありがと
10:19	あすか 11/19 8/11	"今なぎ寝たから
名刺写真送るね"
10:26	あすか 11/19 8/11	[写真]
10:26	あすか 11/19 8/11	[写真]
10:26	あすか 11/19 8/11	"お義母さんとお義父さんに
報告しないとって思うけど"
10:26	あすか 11/19 8/11	どんな風に話す？
10:36	ゆうげん	"（住宅手当）
第45 条 住宅手当は、総合職、地域総合職、特務職社員に対し、次の各号の基準により
支給する。
(1) 配偶者を有する世帯主ならびに配偶者と離別後も扶養中の子⼥ある者に対し
て29,000 円を支給する。ただし、社宅⼊居者については支給しない。
(2) 独⾝で寮に⼊居している者が、退去後、⾃己名義の持家を保有し、または本
人名義で住居を借り上げた場合、20,000 円を支給する。
ただし、満33 歳以上、満35 歳到達時までとする。
２ 第１項１号の扶養中の子⼥の範囲については別に定める。
３ 新たに支給事由発生の場合は当該月より支給し、事由消滅の場合は翌月より
支給しない。"
10:36	ゆうげん	"（別居手当）
第52 条 別居手当は、家族と同居している者が、次の各号に定める理由により会社の
許可を得て家族と別居し単⾝赴任した場合に支給する。
(1) 通勤不能の地に転勤または出向を命ぜられた場合
(2) 通勤不能の地にある持家に家族を居住させる場合
(3) その他会社が認めた場合
２ 第１項の家族の範囲および許可の要件は別に定める。
３ 支給額は、本人と家族の居住地間の距離に応じ次のとおり定める。
（円/月）
支給区分
①100km 未満
②100km 以上
　200km 未満
③200km 以上
　300km 未満
④300km 以上
　500km 未満
⑤500km 以上
グレードＢ以上① 18,000 ②24,000 ③27,000 ④34,000 ⑤42,000
グレードＣ ①15,000 ②21,000 ③24,000 ④31,000 ⑤38,000"
10:38	ゆうげん	"住宅手当は29000
別居手当は27000"
10:38	ゆうげん	もしこれが確定なら
10:38	ゆうげん	めちゃめちゃ助かる
10:39	ゆうげん	報告は今日するわ
10:41	あすか 11/19 8/11	"なるほど。。
言葉難しくてあんまりしっかり理解できひんねんけど、
私らの状況でどれだけの
手当が出るか、はっきり
知るために誰かに聞いたりは
できるの？？？"
10:42	あすか 11/19 8/11	4人のLINEで報告しようと思うけど、文章作ってみよか？？
10:42	ゆうげん	お願い
10:42	ゆうげん	"一応
29000
27000で
確定だと思う"
10:42	ゆうげん	一応担当者にお昼明け電話する
10:43	あすか 11/19 8/11	おけ
10:43	あすか 11/19 8/11	ゆーくんが9000円？かなんかで住めるのは確実なの？？
10:45	ゆうげん	いん
10:45	ゆうげん	うん
11:03	あすか 11/19 8/11	"こんにちは。

お義母さんには少し相談させて
頂いていたのですが、大阪にマイホームを建てることを考えておりまして。
色々話を聞いたり夫婦でも
話し合った結果、
私の実家や親戚の家の近くで
土地が決まりそうです。
ローンが通るかどうかはまだ
わからないので何とも言えませんが、今の状況だけ報告
させて頂きます。

マイホームを建てるタイミングは色々話し合いましたが、
憂魁さんが29歳になるので、
35年ローンと考えると
そろそろ建てておきたいねと
なり、マイホームの計画を
し始めました。
憂魁さんは単身赴任になり
ますが先を見据えて色々と
しっかり話し合って計画
しております。

ご心配おかけしてしまうと
思いますので、、

何かご意見などあれば
お話してくださると嬉しいです。

進捗があればまた報告させて
頂きます。"
11:04	あすか 11/19 8/11	サッと考えたから日本語変なとこあるかも
11:55	ゆうげん	ええと思う
11:55	ゆうげん	あと泉北は4階建て無理なそうな
12:18	ゆうげん	源泉徴収は確保したから
12:18	ゆうげん	必要なものは揃った
12:18	ゆうげん	記入の時の会社名とか退職金とかも聞いてる最中
12:20	ゆうげん	"ご安全に

【住宅ローンの件　報告致します】

低金利時代なので、会社から借りる高い金利となるため、皆様
直接、掲示版に記載の金融機関と、直接のやり取りをされています。

『財形住宅金融(株)』が非営利団体なのでお勧めです。
　担当北島さん(男性）TEL:06-6343-5300
　よく大阪本社にも顔を出され、気軽にお電話して頂いて
　大丈夫です。
　関東のご担当を、紹介していただけるかとも思います。

　それと個人で加入されてます銀行や信託銀行を、相見積もり先？の形で
　２番目の相談窓口として良い方を選んで頂くのが一番と思います。


【過去の掲示板】掲示板で『住宅ローン』で検索する連絡先等が出てきます。

http://k-net3.ap.konoike.net/grn/bulletin/view.csp?cid=7&aid=12559


【北島さんの連絡先になります ↓ 】

　〒530-0003 大阪市北区堂島1-6-20　堂島アバンザ4階  
　　　       財形住宅金融株式会社 大阪支社　北島太郎 
 　            Tel: 06-6343-5300  Fax 06-6343-5311 
　             E-mail:mailto:t.kitajima@zaijukin.co.jp"
12:20	ゆうげん	あとこの人にも
12:20	ゆうげん	一応ローンの電話してみて貰ってもいい?
14:22	ゆうげん	あ
14:23	ゆうげん	上の人電話したよ
14:23	ゆうげん	ありがとう
14:37	ゆうげん	退職金2000マンくらいやって
15:35	あすか 11/19 8/11	ごめんバタバタしてた💦
15:36	あすか 11/19 8/11	電話ありがと
15:36	あすか 11/19 8/11	退職金の話もしたの？
15:36	あすか 11/19 8/11	上の人に電話してどうやった？
15:36	ゆうげん	人事の人に聞いた
15:37	ゆうげん	上の人休暇やからメール入れた
15:38	あすか 11/19 8/11	そうなんやね
15:39	あすか 11/19 8/11	"会社のでローン組むより
他でやった方がいいよって
こと言ってるの？これ💭
私理解力なさすぎて。笑"
15:41	ゆうげん	金利安いとこにしよってことやね
15:41	ゆうげん	まあそれでいくら変わるのかによるけど何よりスピードで取りたいから
16:17	ゆうげん	ゆか
16:17	ゆうげん	外観
16:17	ゆうげん	階段
16:17	ゆうげん	これの見た目や性能の希望ない?
16:27	ゆうげん	階段は安全も考慮するけど
16:27	ゆうげん	オシャレに行きたい
16:27	ゆうげん	イナズマ階段ってあるんだって
16:51	あすか 11/19 8/11	色々みてみるね！
16:51	あすか 11/19 8/11	イナズマ階段ってなんだ
16:53	あすか 11/19 8/11	これ今日話す？
16:53	ゆうげん	いまでもいいよ
16:54	あすか 11/19 8/11	おけ
17:43	あすか 11/19 8/11	イナズマ階段てなに？
17:50	あすか 11/19 8/11	まだ全然見れてないけど
17:50	あすか 11/19 8/11	[写真]
17:50	あすか 11/19 8/11	このアカウントのおうちオシャレだなーて思う
17:50	あすか 11/19 8/11	[写真]
17:51	あすか 11/19 8/11	"キッチンはやっぱり
多少高さ欲しいかな〜
たいらじゃなくて"
17:51	あすか 11/19 8/11	[写真]
17:51	あすか 11/19 8/11	こんなアカウントもあったよ〜
17:55	あすか 11/19 8/11	[写真]
17:55	あすか 11/19 8/11	これもおしゃれ
19:08	ゆうげん	床ね
19:08	ゆうげん	[写真]
19:08	ゆうげん	もうこんな感じで決まりでいいと思う
19:08	ゆうげん	これが一番柔らかくておとなっぽい
19:12	ゆうげん	[写真]
19:12	ゆうげん	[写真]
19:12	ゆうげん	階段はこんな感じでテレビスペースの繋げたい
19:13	ゆうげん	"＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿

◆必須条件
・4LDK以上
・L＝18帖前後
・2部屋（子供部屋）＝4.5～6帖
・寝室=6帖


◆希望条件
・撮影スペース直線距離5m必須
・床ライトグレー
・壁白

＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿

◆外観
・3色組み合わせ
①
メインカラー：ホワイト
アソートカラー：ベージュ（×ダークブラウン）orライトグレー（×ブリックに近い）
アクセントカラー：ブラウン（つやあり
②
メインカラー：ホワイト
アソートカラー：ブラウン（つやあり
アクセントカラー：淡いベージュorグレー
・2色組み合わせ


◆内観
大前提
・機能レベル（メンテナンス含む）
・安全レベル
・将来性レベル

好み：全体的に艶消し
アクセント部分はつやあり
・床色：つや消しナチュラルベージュ×ブラウン
・壁色：白（汚れ落としやすい）orライトグレー

◆階段
・隔たり壁なし
・階段は上階まで筒抜け
・足踏み部分色候補
①ブラウン（つやあり）
②ホワイト（つやなし）
・壁部分色候補
①ホワイト
②ベージュ

◆屋上
アクティブ部分：ブリックorサンドベージュ
非アクティブ部分：薄いグレー
階段出口部分：ホワイト
【比率】
アクティブ:非アクティブ＝1:2
・材質
アクティブ分：タイル
非アクティブ：モルタル

＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿"
19:28	ゆうげん	外観はホワイト×グレー×ベージュでもいいかもね
19:32	あすか 11/19 8/11	ちょっとあとで電話で教えて〜
19:32	ゆうげん	うい
20:27	ゆうげん	いいね
20:27	ゆうげん	決まってくると
20:27	ゆうげん	楽しい
21:03	あすか 11/19 8/11	なぎ寝たから
21:03	あすか 11/19 8/11	電話いけるけど
21:03	ゆうげん	ちょいまちー
21:23	ゆうげん	ええで
21:35	ゆうげん	[写真]
21:36	ゆうげん	[写真]
21:36	ゆうげん	[写真]
21:55	あすか 11/19 8/11	[写真]
21:55	あすか 11/19 8/11	[写真]
21:55	あすか 11/19 8/11	[写真]
21:55	あすか 11/19 8/11	[写真]
22:15	あすか 11/19 8/11	[写真]
22:49	あすか 11/19 8/11	きこえてる？
23:07	ゆうげん	[写真]
23:50	あすか 11/19 8/11	☎ 通話時間 2:16:40

2021/10/12(火)
08:35	ゆうげん	おはよう
08:35	ゆうげん	やっぱりフラットキッチンは譲られへん
08:38	あすか 11/19 8/11	おはよ
08:38	あすか 11/19 8/11	わかったよ
08:39	あすか 11/19 8/11	[写真]
08:39	あすか 11/19 8/11	[写真]
08:39	あすか 11/19 8/11	[写真]
08:39	あすか 11/19 8/11	"フラットキッチンにするなら
こういうパントリーほしい"
08:39	ゆうげん	おっけ
08:39	あすか 11/19 8/11	これから授かれるかわからんけど小さい子育てる時とかさ
08:39	あすか 11/19 8/11	ミルクとか
08:39	あすか 11/19 8/11	離乳食用品とか
08:39	あすか 11/19 8/11	何かとちらかっちゃうっていうかもの増えるからさ
08:39	あすか 11/19 8/11	そういうの置いとける場所
08:39	あすか 11/19 8/11	として
08:39	あすか 11/19 8/11	パントリー作っときたい
08:40	あすか 11/19 8/11	"ナギの時も哺乳瓶とか
おいてたら目立ってたもんね"
08:42	ゆうげん	そういうのも置く場所決めるわ
08:42	あすか 11/19 8/11	置く場所決めるほどはしなくていい
08:42	あすか 11/19 8/11	パントリーほしい
08:42	ゆうげん	"一旦俺が全配置決めるから
そこからいけんちょうだい"
08:43	あすか 11/19 8/11	わかった
09:11	ゆうげん	わがままでごめんやけど、全配置も色も家具も妥協したくないから
11:55	あすか 11/19 8/11	"不動産屋さんの
すりでじさんから
電話あった"
11:56	あすか 11/19 8/11	"旦那さんに買い付けの
書類？メールで送らせて
貰ってるけどいつお返事
いただけますかって"
11:56	あすか 11/19 8/11	今日明日くらいにはって
11:56	ゆうげん	これローン降りないと書けないから
11:56	ゆうげん	まだよ
11:57	ゆうげん	暫定でもいいの?
11:57	ゆうげん	聞いてみて
11:57	ゆうげん	ローン降りてからですよねって
11:58	あすか 11/19 8/11	今聞いた
11:59	あすか 11/19 8/11	プロフィール？とか書くところもあると思うからわからないところはあけて書ける部分だけ書いて送って欲しいって
12:00	ゆうげん	"分かった
今日送る"
12:01	あすか 11/19 8/11	ありがとう
12:05	あすか 11/19 8/11	[写真]
12:05	あすか 11/19 8/11	[写真]
12:05	あすか 11/19 8/11	マシになってきた目
12:05	あすか 11/19 8/11	顔おもろすぎ
12:07	あすか 11/19 8/11	"ゆー君今ところ
泉北ホームがいいとか
アイ工務店がいいとか
ある？まだないか"
12:13	ゆうげん	今日中に書類系全部出すわ
12:13	ゆうげん	一応北島さんとは話して
12:13	ゆうげん	よかったよかった
12:14	ゆうげん	返信の早さはアイ工務やけど
12:14	ゆうげん	中身はまだまだわからん
12:21	ゆうげん	一応めっちゃメールでやり取りしてる
12:28	ゆうげん	"あ
あとアイ工務店からもらった"
12:28	ゆうげん	記入用紙
12:28	ゆうげん	スキャンとってPDFで送ってくれへん?
12:50	あすか 11/19 8/11	スキャンとってPDFで送る？とは？
12:50	ゆうげん	りょうすけにきいてー
12:51	あすか 11/19 8/11	これ残り私が記入して送り返すとかの方がよかったりせん？
12:51	ゆうげん	いや
12:51	あすか 11/19 8/11	返す封筒とかもあるけど
12:52	ゆうげん	全体的にかきなおし
12:52	あすか 11/19 8/11	これ絶対ゆうくん持って帰るべきやったよね（笑）
12:52	ゆうげん	[写真]
12:52	あすか 11/19 8/11	メールで送ったらいいんやろうけど
12:52	ゆうげん	一応記入はこんな感じにする
12:52	ゆうげん	ミスってん
12:52	あすか 11/19 8/11	とりあえず亮介帰ってきたら聞いてみるけど
12:55	あすか 11/19 8/11	なんか記入してる用紙じゃなくて新しい用紙も入ってるんかなこれ
12:56	あすか 11/19 8/11	新しい用紙をゆーくんにスキャンして送るの？
12:57	ゆうげん	あ
12:57	ゆうげん	アイ工務店に直接言ったらいいんか
12:57	あすか 11/19 8/11	それもひとつやね
13:02	ゆうげん	データで貰うわ
13:16	あすか 11/19 8/11	"データで貰って
データで返すことできるの？"
13:17	あすか 11/19 8/11	"なんかすりでじさんが
ホームメーカーも
決めて話進めないと
こちらも進めにくい

的なこと言ってたからさ"
13:18	あすか 11/19 8/11	"とりあえず、
東京と大阪だし頻繁に行き来も
できないしまだ建物とか
色んな値段も聞けてないから
なんとも言えない
早めに決めなきゃいけないのは
わかってるけど

みたいに言っといたけど"
13:19	ゆうげん	返せる
13:21	ゆうげん	そんな1日2日で反応出来るわけないやん
13:21	あすか 11/19 8/11	そう、だから、距離もあるからとりあえずアイ工務店の方でローンの話は進めてるけど
13:21	あすか 11/19 8/11	て言っといた
13:22	ゆうげん	待ってや
13:22	ゆうげん	とりあえず買うこと確定なんやから
13:23	あすか 11/19 8/11	"距離もあるしなかなか
頻繁にやり取りも出来ないから
って言ったら、
遠方なのでこちらも配慮はさせて頂きますとは言ってたけどね"
13:24	あすか 11/19 8/11	不動産屋のことはどんな決まりがあるのか私も知らんけど
13:25	あすか 11/19 8/11	それぞれ何かとあるんだよきっと
13:25	あすか 11/19 8/11	"ただこっちも大変な状況では
あるって伝えてあるよ"
14:48	ゆうげん	アイ工務店の
14:48	ゆうげん	貰ってるプラン送って
15:02	あすか 11/19 8/11	急ぐ？
15:23	ゆうげん	いや
15:23	ゆうげん	アイ工務店に直接メールで貰うわ
15:36	ゆうげん	"ご返信ありがとうございます。

8.9*7.8の建蔽率60なので51.732㎡が建物に利用できる面積で、
その1/8なので最大6.46㎡ということで2*3or2.5*2.5ほどが利用可能という認識で間違いないでしょうか？

また現物を持ち帰り忘れたのですが、昨日見せて頂いたプランをPDFでいただいてもよろしいでしょうか？

確認したい点は2階、3階の縦横の最大mはいくらくらいなのかという点です。
上記で51.732㎡が建物に使える認識なのでおおよそ７×7.4ほど使えるイメージですが、5.6×6.5ほどしかなかったので
まだまだ使えるんじゃないかと思った次第です。"
15:36	ゆうげん	こんなこと聞いてる
16:25	ゆうげん	んー
16:25	ゆうげん	やっぱここちっちゃいなぁ
16:26	ゆうげん	30ツボのところがやっぱり外観もスペースもいいなぁ
16:26	ゆうげん	まじで海沿い以外の欠点がない
16:27	ゆうげん	どう足掻いても6m×7mやもん
16:27	ゆうげん	小さいわ
16:35	ゆうげん	もっかい
16:36	ゆうげん	30ツボのところ資料送って
16:57	ゆうげん	早めに送ってほしい
16:57	ゆうげん	せめて住所教えて
17:05	ゆうげん	[写真]
17:05	ゆうげん	当たれへんやん
18:36	ゆうげん	てか他の物件もあるやん
18:41	ゆうげん	https://suumo.jp/tochi/osaka/sc_izumiotsu/nc_97135162/
18:41	ゆうげん	ここはどう?
18:42	ゆうげん	ネックは値段だけやと思う
19:02	ゆうげん	せめて返事くれ
19:29	あすか 11/19 8/11	ごめんばたばたしてた
19:30	あすか 11/19 8/11	値段は任せるよ
19:30	ゆうげん	ちょいまyてね
19:30	あすか 11/19 8/11	ゆー君の稼ぎでローン組まなきゃやから
19:30	あすか 11/19 8/11	ローン組める値段ならいいんじゃない
20:43	あすか 11/19 8/11	なにしてる？
20:55	ゆうげん	家事済ませてる
21:02	あすか 11/19 8/11	そかそか
21:03	あすか 11/19 8/11	落ち着いたら教えて
21:39	ゆうげん	落ち着いたよ
21:43	ゆうげん	あ
21:43	ゆうげん	ちょい待って
21:43	ゆうげん	トイレ
21:47	あすか 11/19 8/11	トイレ終わったら電話いい？
21:47	ゆうげん	おわった
21:49	あすか 11/19 8/11	いける？
21:49	ゆうげん	いける
22:11	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
22:48	あすか 11/19 8/11	[写真]
23:30	あすか 11/19 8/11	おーーーーい
23:30	ゆうげん	ん?
23:30	あすか 11/19 8/11	きこえてる？？
23:30	ゆうげん	いま切れてるやん
23:31	あすか 11/19 8/11	え？
23:31	あすか 11/19 8/11	[写真]
23:31	ゆうげん	俺切れてる
23:31	あすか 11/19 8/11	あれ
23:31	あすか 11/19 8/11	☎ 通話時間 1:41:01

2021/10/13(水)
00:12	あすか 11/19 8/11	☎ 通話時間 41:24
08:05	あすか 11/19 8/11	"金曜日もう空席少なくて
21時半発のしかないみたい"
08:08	あすか 11/19 8/11	金曜日21時半発の前やと18時05分発になるって
08:08	あすか 11/19 8/11	"帰りが日曜日なら日曜日も
結構埋まってるみたい"
08:09	あすか 11/19 8/11	だから往復でチケットとった方がいいって
08:09	あすか 11/19 8/11	そして急いだ方がよさそ
08:09	あすか 11/19 8/11	どうする？
08:12	ゆうげん	18:05は無理やから
08:12	ゆうげん	21:00で
08:13	ゆうげん	往復でいいよ
08:14	あすか 11/19 8/11	日曜日もかなりいっぱいらしいねんけど
08:14	あすか 11/19 8/11	"帰り日曜日やんな？
何時くらいがいいやろ"
08:14	あすか 11/19 8/11	今何時あいてるかきいてる
08:15	ゆうげん	帰れるなら何時でもいいよ
08:18	あすか 11/19 8/11	"日曜日は午前中やった？
アイ工務店"
08:19	ゆうげん	確かな
08:22	あすか 11/19 8/11	希望の時間とかある？日曜日
08:23	ゆうげん	遅すぎなければ
08:24	あすか 11/19 8/11	遅いって何時くらい？？
08:24	ゆうげん	21より早い方がいい
08:24	あすか 11/19 8/11	金曜日は21時半発よね
08:24	ゆうげん	いきはそれでいいけど
08:25	ゆうげん	帰りはもうちょい早い方がいい
08:25	ゆうげん	家着くの23:00とかになるから
08:25	あすか 11/19 8/11	そうやね
08:25	あすか 11/19 8/11	聞いてみてる今
08:30	あすか 11/19 8/11	"金曜日 羽田 21時半発
日曜日 関空 18時40分発"
08:30	あすか 11/19 8/11	いける？
08:30	あすか 11/19 8/11	"これでいけるなら往復のチケット今日買ってくれるって

もう結構埋まってて空席少ないみたい"
08:31	ゆうげん	いける
08:31	ゆうげん	お願い
08:31	ゆうげん	ありがとうございます言っておいて
08:31	あすか 11/19 8/11	"宣言解けたからかな？
人多そうやね。。"
08:31	あすか 11/19 8/11	了解です
08:54	あすか 11/19 8/11	[ファイル]
08:54	あすか 11/19 8/11	"ゆう君に転送して下さい。
往復のチケットです。
行きの座席を指定出来へんかったから金曜日は羽田空港のANAのカウンターでチケットを見せて座席を取って貰うように伝えて下さい。"
08:55	あすか 11/19 8/11	とのことです
09:02	ゆうげん	ありがとう
09:02	ゆうげん	いまね
09:02	ゆうげん	広い土地にするか
09:02	ゆうげん	4階建てか
09:02	ゆうげん	迷ってる
09:04	あすか 11/19 8/11	4階建て？？
09:05	ゆうげん	対角距離取れるなら正方形6mでも何とか行けるねんな
09:06	ゆうげん	20ツボ4階建て
09:06	ゆうげん	800マンの差があるなら4階建ても視野にはいるねんm
09:08	あすか 11/19 8/11	4階建て建てれるの？
09:09	ゆうげん	鉄筋なら
09:09	あすか 11/19 8/11	4階建てにするのはなんで？
09:09	ゆうげん	撮影スペース確保
09:09	あすか 11/19 8/11	"部屋数は足りてるから
屋上つけるのでいいんじゃない？"
09:09	ゆうげん	夜にストロボバンバンたてられへん
09:09	あすか 11/19 8/11	"あんまり縦に伸ばしても
怖い気もする"
09:10	あすか 11/19 8/11	なんで？
10:42	ゆうげん	アイ工務店
10:42	ゆうげん	言った時の
10:42	ゆうげん	不動産の人の名刺ちょうだい
10:52	あすか 11/19 8/11	[写真]
10:52	あすか 11/19 8/11	"昨日資料請求して土地の
不動産屋さんから電話あった"
10:52	あすか 11/19 8/11	"出られへんかって
まだ折り返してないけど"
10:53	あすか 11/19 8/11	"私直接やりとりせん
方がいいよな？"
10:53	あすか 11/19 8/11	ほんで一応みてきた
10:53	あすか 11/19 8/11	[写真]
10:53	あすか 11/19 8/11	[写真]
10:53	あすか 11/19 8/11	[写真]
10:53	あすか 11/19 8/11	"今日曇りやから日当たりわからんけど広々はしてたよ

前の道も"
10:54	あすか 11/19 8/11	前の道も狭いとかそういう不便さはなかったし業務スーパーが近かった
10:54	あすか 11/19 8/11	昨日ゆーくんが送ってくれたサイト、開かれへんから住所わからんくて見つけるの時間かかった
10:54	あすか 11/19 8/11	なんであのサイト開かれへんねやろ
11:13	ゆうげん	売れたのか
11:13	ゆうげん	掲載終わっただけか
11:13	ゆうげん	あとここも
11:13	ゆうげん	https://myhome.nifty.com/tochi/osaka/izumiotsushi/athomef_6972649034/
11:14	ゆうげん	とりあえず上限は4000にする
11:16	あすか 11/19 8/11	"ここは心理的瑕疵ある所で
なしにしたところ"
11:16	ゆうげん	なんで?
11:16	あすか 11/19 8/11	"私昨日のところの土地
電話かけ直さん方がいい？"
11:17	ゆうげん	アルファさん経由の方がいいな
11:17	あすか 11/19 8/11	木村さんに私から電話しよか？
11:17	ゆうげん	ココ殺人やっけ
11:17	あすか 11/19 8/11	そう？殺人
11:17	あすか 11/19 8/11	？間違えた
11:18	ゆうげん	木村さんお願い
11:19	あすか 11/19 8/11	"ここの土地扱えるかって言うのを聞いたらいいんかな？
まずアイ工務店の松本さんとかに確認した方が良さそうかな"
11:20	ゆうげん	"いや
木村さんでいいよ"
11:20	ゆうげん	さき
11:21	ゆうげん	スピード勝負や
11:21	あすか 11/19 8/11	"木村さんに
ここの土地扱えるかって
聞いたらいい？
"
11:21	あすか 11/19 8/11	でも
11:22	あすか 11/19 8/11	あ
11:22	あすか 11/19 8/11	別のページなら出てきた
11:22	あすか 11/19 8/11	木村さんに確認してみる
11:24	ゆうげん	あすかが資料請求したから
11:24	ゆうげん	消えたんちゃう?
11:25	あすか 11/19 8/11	それだけでは消えへん気するけど（笑）
11:26	あすか 11/19 8/11	とりあえず木村さんに言ってみる
11:44	ゆうげん	一応アイ工務店の人には言った
11:45	あすか 11/19 8/11	なにを？
11:46	あすか 11/19 8/11	"木村さんに電話したよ

扱える物件ではあると思うけど
明日にでも確認してまた連絡させてもらいます

って言ってた"
11:47	あすか 11/19 8/11	"不動産屋さん今日休みやから
明日の確認になるって"
11:48	ゆうげん	この広さでどんな価格か
11:49	あすか 11/19 8/11	アイ工務店の松本さんに
11:49	あすか 11/19 8/11	"アルファの木村さんに
この土地のこと話してあるの
伝えといてもらっていい？"
11:59	ゆうげん	伝える
12:00	あすか 11/19 8/11	ありがと
12:05	あすか 11/19 8/11	今できることはこれくらい？
12:08	ゆうげん	そだね
12:09	ゆうげん	あとは取られないことを天に祈ろう
12:09	ゆうげん	あと少しでも節約していこう
12:09	ゆうげん	4000マンローンは割と目いっぱい上限やから
12:12	あすか 11/19 8/11	メルカリ頑張りたいな
12:12	あすか 11/19 8/11	節約も大事やけど
12:12	あすか 11/19 8/11	できることやってかなきゃね
12:12	ゆうげん	目が回るわ
12:12	あすか 11/19 8/11	"クマの手作りのポシェットも
作ったままで出品してない"
12:13	あすか 11/19 8/11	今は大変かもしらんけど
12:14	ゆうげん	[写真]
12:14	ゆうげん	まあもう頑張ってるで
12:14	あすか 11/19 8/11	叶えたいこと叶えるために私も頑張ろ
12:14	あすか 11/19 8/11	私も頑張りなあかんねんなぁメルカリ
12:27	あすか 11/19 8/11	クマのポシェット写真撮るのむずい
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:27	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	こんな感じ？
12:28	ゆうげん	ほんまは外で取った方がいいけど
12:28	ゆうげん	アングルはそれでいいと思う
12:28	あすか 11/19 8/11	外？？？
12:29	あすか 11/19 8/11	とりあえずこれで出してみよかな？
12:29	あすか 11/19 8/11	一応さ、メルカリショップ開設してるねんけどさ
12:29	ゆうげん	それで出してみ
12:29	あすか 11/19 8/11	ハンドメイドはメルカリショップにだそうかな？
12:30	あすか 11/19 8/11	普通にメルカリの方がいいかな
12:30	ゆうげん	メルカリショップがわからん
12:42	ゆうげん	[写真]
12:42	ゆうげん	これも売れたわ
12:42	ゆうげん	投稿2分で
12:43	ゆうげん	"3日で35000いった
返済に当てよう"
12:44	あすか 11/19 8/11	すごいね
12:47	ゆうげん	こんな感じで大量に服あるから
12:47	ゆうげん	売っていくわ
13:27	ゆうげん	"敷地101.25㎡　（奥行13.5ｍ×間口7.5ｍ）　末広町の物件

・9～10×7の建物の大きさが欲しい。とのことで、
→　間口約6ｍ　×　奥行約9ｍ　の　建物建築可能です。
　この場合、建築面積は6×9の54㎡で、建蔽率は、55％となります。
　ちなみに補足なのですが、実際は間口が7.5ｍあるのに、
　建物間口が6ｍになる理由としましては、工事中に足場を組むためです。その作業スペースが必要です。

・ビルトインガレージで車は1台スペース、
　各階段の仕切り壁はなし、
　hobbyスペースは縦長（9×4）ほどを希望
　各ご要望は、すべて叶えることができると思います。

・費用面ですが、仮に総３階建ての場合で計算します。
（54㎡×３層　→　162㎡）　162㎡　＝　49.00坪

①建物：49.00坪　×　70万円　＝　約3430万円

②土地：1650万円

③諸費用：500～600万円
（お借入額や敷地が大きくなりますので、ローン諸費用や外構工事「外回りの工事」が膨らみます）

④　計：5500万円前後　
となりそうです。

①の建物の部分は、49坪は２世帯レベルのサイズ感ですので
非現実的になってます。

①の部分を３階建て　30坪サイズ　で　おおよそ2200万円～2300万円前後で納めれば、

4200万円のご予算に対しては現実的な数字になってくると思います。


末広町の物件に関しては、以上となります。
20坪の東助松町プランに関しては、少しお時間をください。
申し訳ございません。

ご確認のほど、宜しくお願い致します。
"
13:27	ゆうげん	あかん
13:27	ゆうげん	無理や
13:34	ゆうげん	諸費用がそもそも高すぎる
