ゆうげん	なぎちゃんいるだけで幸せ度500%
21:51	あすか 11/19 8/11	ワンコの誰か
21:51	あすか 11/19 8/11	なぎちゃん寝たよーー
21:51	あすか 11/19 8/11	[動画]
21:52	あすか 11/19 8/11	"そんなこと言葉にして
くれて嬉しすぎる"
21:52	あすか 11/19 8/11	"私もそうだよ。
パパと梛は宝物で
かけがえのない存在で
何よりも大切だよ。"
21:53	あすか 11/19 8/11	さぁ、洗い物してくるね
21:53	ゆうげん	なぎちゃん
21:54	ゆうげん	颯爽といなくなるやん
21:54	ゆうげん	[スタンプ]
22:10	あすか 11/19 8/11	ね
22:11	あすか 11/19 8/11	颯爽と居なくなるの面白い
22:11	あすか 11/19 8/11	お布団戻ってきたーー
22:11	ゆうげん	おかえり
22:12	ゆうげん	=͟͟͞͞( ¯−︎¯ )ばぁぃ
22:12	あすか 11/19 8/11	ただいま
22:13	あすか 11/19 8/11	すぐ居なくなったのおもしろすぎて笑っちゃった
22:16	ゆうげん	興味なくなってんな😭
22:17	あすか 11/19 8/11	なんかテンション高かったから遊びに行ったのよ
22:17	ゆうげん	"まあ
元気でよろしい"
22:17	あすか 11/19 8/11	パパお風呂入った？
22:18	ゆうげん	まーだ
22:19	あすか 11/19 8/11	電話繋げたまま入っておいで
22:19	あすか 11/19 8/11	今日出社だったし
22:19	あすか 11/19 8/11	シャワー浴びなきゃ
22:20	ゆうげん	せやな
22:20	ゆうげん	入るわ
22:20	あすか 11/19 8/11	"出社じゃなくてもやけど
今日は特に、ね"
22:20	あすか 11/19 8/11	電話後での方がいい？
22:20	ゆうげん	あとの方が早いかも
22:21	あすか 11/19 8/11	じゃあ待ってる
22:22	あすか 11/19 8/11	早いってどれくらい？
22:22	あすか 11/19 8/11	[スタンプ]
22:22	ゆうげん	10分
22:22	あすか 11/19 8/11	ほんとかな（¬_¬）…
22:22	あすか 11/19 8/11	待ってるね
22:25	ゆうげん	今から入るね
22:25	ゆうげん	35
22:25	ゆうげん	分も
22:25	ゆうげん	にでる
22:26	あすか 11/19 8/11	[スタンプ]
22:26	あすか 11/19 8/11	待ってるよ〜
22:33	ゆうげん	もう5分まってー
22:40	ゆうげん	でたよ
22:40	ゆうげん	髪乾かす
22:40	あすか 11/19 8/11	待ってる〜
22:40	あすか 11/19 8/11	怪我のとこ気をつけて乾かしてね〜
22:48	ゆうげん	最近
22:48	ゆうげん	ドライヤー1発で
22:48	ゆうげん	停電する
22:48	ゆうげん	ブレイカー飛ぶ
22:50	あすか 11/19 8/11	えぇ
22:50	あすか 11/19 8/11	何でやろ
22:51	あすか 11/19 8/11	そんな電気つかうの？
22:54	ゆうげん	上がったよ
22:54	ゆうげん	いや
22:54	ゆうげん	そんなことないと思うんやけどなぁ
22:54	あすか 11/19 8/11	落ち着いた？
22:54	ゆうげん	落ち着いた
22:54	あすか 11/19 8/11	"普通はドライヤーだけで
ブレイカー落ちないもんね…"
22:54	あすか 11/19 8/11	大丈夫かな…
22:54	あすか 11/19 8/11	電話いけそー？

2022/01/06(木)
10:11	ゆうげん	☎ 通話時間 11:13:12
10:12	あすか 11/19 8/11	"電話繋がってると
なんか安心するねやっぱ"
10:13	あすか 11/19 8/11	カット十分に気をつけて行ってね
10:13	あすか 11/19 8/11	"全部食べれる物やった？
楽に出来るかなーてもの
選んだつもりやから
よかったら食べてね〜"
10:13	ゆうげん	食べれるよー
10:13	ゆうげん	ありがとう
10:14	あすか 11/19 8/11	それならよかった
10:14	あすか 11/19 8/11	勝手に送り付けてごめんね
10:23	ゆうげん	ううん
10:23	ゆうげん	ありがとうね
10:23	ゆうげん	"ただ別個ならAmazonの方が安いかも?
送料1000円以上かかるやろうし"
10:27	あすか 11/19 8/11	自己満でやってるから
10:28	あすか 11/19 8/11	そこはあまり触れないで
10:28	あすか 11/19 8/11	ごめん
10:28	ゆうげん	ううん
10:28	ゆうげん	ありがとうね
10:28	あすか 11/19 8/11	"一緒に居れないから
何も出来ないし"
10:29	あすか 11/19 8/11	何かしたいけど何したいかわかんないし
10:29	あすか 11/19 8/11	行けるとこも限られてるから
10:29	あすか 11/19 8/11	無駄遣いやったらごめん
10:29	ゆうげん	ううん
10:29	ゆうげん	気にしないで
10:29	ゆうげん	ありがとう
10:30	あすか 11/19 8/11	"何かしたい時
メルペイでできるように
メルカリ頑張るねー"
10:30	あすか 11/19 8/11	今日からまたハンドメイドがんばる
10:30	あすか 11/19 8/11	今回も送料はメルペイ
10:33	あすか 11/19 8/11	心配しすぎないようにしなきゃとか被害妄想やめなきゃとか
10:33	あすか 11/19 8/11	わかってるんやけど
10:36	あすか 11/19 8/11	あの事故以来心配性爆発してて。
10:36	あすか 11/19 8/11	たった数分でも何があるかわかんないって思っちゃって
10:37	あすか 11/19 8/11	考えないようにって思ってるけど
10:37	あすか 11/19 8/11	結構あれ以来心配すぎてしんどい。わら
10:38	あすか 11/19 8/11	"梛は目の前にいるからさ。
会えないゆーくんの事だけが
心配になる"
10:38	あすか 11/19 8/11	そんな時にコロナもまた増えてさ
10:38	あすか 11/19 8/11	"精神持つかなぁてくらい
割としんどい。わら"
11:02	あすか 11/19 8/11	大丈夫？仕事してるんよね
11:07	ゆうげん	ママ安静にね
11:07	ゆうげん	大丈夫よ
11:11	あすか 11/19 8/11	"安静にして治るものでもないし
別に安静にしなくて大丈夫"
11:11	あすか 11/19 8/11	よかった
11:11	あすか 11/19 8/11	雨降ってたから買い物行けん
11:11	あすか 11/19 8/11	"午後に梛だけ預けて
一人で買い物行こかな"
11:12	あすか 11/19 8/11	"梛も退屈してクズグズやから
とりあえずピアノ触らせてる"
11:12	あすか 11/19 8/11	てか数分でも何してるかわからんかったら心配なるって病気やん、ごめん，でも心配なる
11:13	ゆうげん	もうそろそろ清澄白河いくけどな
11:15	あすか 11/19 8/11	昼にって聞いてたからまだやと思ってた
11:15	あすか 11/19 8/11	外におるんや今
11:15	あすか 11/19 8/11	何時からカットなん？
11:16	ゆうげん	12:00
11:17	あすか 11/19 8/11	清澄白河駅から遠いの？美容師
11:17	あすか 11/19 8/11	室
11:17	ゆうげん	ちかいよ
11:17	あすか 11/19 8/11	はやいな
11:20	ゆうげん	めっちゃ雪降ってる
11:21	ゆうげん	[写真]
11:22	あすか 11/19 8/11	早めに着いたらどうするの？
11:22	あすか 11/19 8/11	雪降ってるんだね
11:22	あすか 11/19 8/11	わー
11:23	あすか 11/19 8/11	沖縄1000人ちかい
11:23	あすか 11/19 8/11	今日のコロナ
11:23	ゆうげん	美容室のまち部屋で仕事する
11:23	ゆうげん	わーお
11:23	あすか 11/19 8/11	そのまま美容室で待つのね
11:23	あすか 11/19 8/11	大阪も東京もこわいな
11:24	あすか 11/19 8/11	"何回も言うけど
何が怖いってゆーくん
一人なのがこわい
精神持たんわほんまに。笑"
11:25	ゆうげん	落ち着いて
11:26	あすか 11/19 8/11	いや一人やで
11:26	あすか 11/19 8/11	こわすぎ
11:27	あすか 11/19 8/11	全テレワークで大阪にいて欲しいくらい怖い
11:27	あすか 11/19 8/11	実家でもいいから大阪いて欲しいくらいこわい
11:27	あすか 11/19 8/11	一人なのがこわい
11:28	あすか 11/19 8/11	落ち着かなうっとうしいよなごめん
11:28	あすか 11/19 8/11	[動画]
11:58	ゆうげん	かわい
11:58	ゆうげん	めっちゃスッキリした
11:58	ゆうげん	髪の毛
11:58	ゆうげん	ちょっと早く入れた
12:05	あすか 11/19 8/11	もう終わったんや
12:05	あすか 11/19 8/11	どんなんなった？
12:05	あすか 11/19 8/11	気をつけて帰ってよ
12:13	ゆうげん	あ
12:13	ゆうげん	そのあと
12:13	ゆうげん	酸熱つける
12:13	ゆうげん	今つけてる
12:14	ゆうげん	カット酸熱で7000円
12:14	ゆうげん	平日のみクーポン
12:14	ゆうげん	安いね
12:54	あすか 11/19 8/11	あ、そうなのね
12:54	あすか 11/19 8/11	おわった？
12:54	ゆうげん	もうおわる
12:59	あすか 11/19 8/11	写真待ってるねー
13:05	ゆうげん	[写真]
13:05	ゆうげん	だいぶさっぱり
13:08	ゆうげん	☎ 通話をキャンセルしました
13:09	ゆうげん	[写真]
13:09	ゆうげん	[写真]
13:09	ゆうげん	[写真]
13:09	ゆうげん	雪やば
13:15	あすか 11/19 8/11	なぎ寝かせるね
13:15	あすか 11/19 8/11	さっぱりしたね！かっこい
13:15	あすか 11/19 8/11	雪はやばぁぁ
13:15	あすか 11/19 8/11	"滑らんようにね！！
気をつけて帰ってね！！"
13:33	あすか 11/19 8/11	大丈夫？帰り道？
13:39	ゆうげん	家ついたよ
13:41	ゆうげん	[写真]
13:41	ゆうげん	これくう
13:42	あすか 11/19 8/11	おかえり
13:42	あすか 11/19 8/11	お、さっそく
13:42	あすか 11/19 8/11	髪後ろどんななったん？
13:42	あすか 11/19 8/11	[写真]
13:42	あすか 11/19 8/11	[写真]
13:43	あすか 11/19 8/11	梛寝顔天使
13:44	ゆうげん	かわゆ
13:45	ゆうげん	[写真]
13:45	ゆうげん	まるなった
13:45	ゆうげん	首あっためたら赤なった
13:47	あすか 11/19 8/11	おぉ、すっきりね
13:47	あすか 11/19 8/11	あらま
13:47	あすか 11/19 8/11	大丈夫？
13:47	あすか 11/19 8/11	[写真]
13:48	ゆうげん	かわい
13:48	ゆうげん	[写真]
13:48	ゆうげん	大丈夫よ
13:48	あすか 11/19 8/11	わぁ，最新！なぎかわい
13:50	ゆうげん	飯食う
13:51	あすか 11/19 8/11	もうできあがったん？
13:51	あすか 11/19 8/11	[写真]
13:51	あすか 11/19 8/11	下からやばいww
13:52	ゆうげん	できた
13:52	ゆうげん	2人とも
13:52	ゆうげん	きれいよ
13:52	あすか 11/19 8/11	[写真]
13:52	あすか 11/19 8/11	[写真]
13:53	あすか 11/19 8/11	よし、休憩終わり
13:53	あすか 11/19 8/11	洗い物しよ
13:53	あすか 11/19 8/11	うどんおいしー？
13:53	ゆうげん	うーまい
13:53	あすか 11/19 8/11	うーまいか
13:53	あすか 11/19 8/11	よかた
13:54	あすか 11/19 8/11	口似てる
13:57	ゆうげん	綺麗な口
14:00	あすか 11/19 8/11	"私あんまり自分の口好きじゃ
ないけどね"
14:01	ゆうげん	"唇すごく綺麗よ
お口周りは歯並び強制したら"
14:01	ゆうげん	もう橋環よ
14:04	あすか 11/19 8/11	橋本環奈あんまりタイプじゃない（笑）
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	この種類どう思うー？
14:05	ゆうげん	良さげ
14:09	ゆうげん	でも高
14:14	あすか 11/19 8/11	な、たかい
14:34	あすか 11/19 8/11	既読スルー
14:35	あすか 11/19 8/11	こわい
14:35	あすか 11/19 8/11	何時間も未読もこわいけど
14:44	ゆうげん	まてい
14:44	ゆうげん	普通に会社の人と通話してた
14:45	あすか 11/19 8/11	ごめん
14:45	あすか 11/19 8/11	がんばる
14:57	ゆうげん	ううん
14:57	ゆうげん	よしよし
14:57	ゆうげん	ママいつもありがとうね
15:32	ゆうげん	[写真]
15:32	ゆうげん	とんでもねぇ
16:41	あすか 11/19 8/11	"午前中雨で外出れんかったから
買い物行ってきた"
16:41	あすか 11/19 8/11	雪やばぁぁ
16:41	あすか 11/19 8/11	これ家すぐ外？
16:42	ゆうげん	窓の外
16:42	あすか 11/19 8/11	すごーー
16:42	あすか 11/19 8/11	いいな、寒くても少し積もればちょっと楽しい
16:42	あすか 11/19 8/11	梛に見せたいね
16:44	ゆうげん	今もっとすごいわ
16:44	ゆうげん	でも綺麗
16:44	ゆうげん	雪は見栄えは最高にいいね
16:46	あすか 11/19 8/11	動画見たい
16:47	あすか 11/19 8/11	いいなぁぁ
16:47	あすか 11/19 8/11	どうせ寒いなら積もって欲しい
16:50	ゆうげん	[写真]
16:51	あすか 11/19 8/11	今ニュースでやってた
16:51	あすか 11/19 8/11	レインボーブリッジで事故あってんね
16:51	ゆうげん	[動画]
16:52	あすか 11/19 8/11	えぇぇ、めっちゃいいじゃん
16:52	あすか 11/19 8/11	お家でもダウン着てるん？
16:52	ゆうげん	さむいから
16:52	ゆうげん	来てる
16:52	あすか 11/19 8/11	暖房きってるの？
16:52	ゆうげん	ついてる
16:52	あすか 11/19 8/11	相当寒いのね、、ダウン着てたら大丈夫？
16:54	あすか 11/19 8/11	今日は17:45まで？
17:03	ゆうげん	もうちょいやりそう
17:03	ゆうげん	終わんない
17:04	あすか 11/19 8/11	そうなんやね
17:04	あすか 11/19 8/11	忙しいのね
17:04	あすか 11/19 8/11	大丈夫？無理しちゃいかんよ
17:21	ゆうげん	もちろん
17:21	ゆうげん	ありがとうね
17:44	あすか 11/19 8/11	残業かな、頑張ってね。
17:51	ゆうげん	がんばるよーお
18:07	ゆうげん	[写真]
18:07	ゆうげん	ごみ捨て来たら
18:08	ゆうげん	すご
18:13	あすか 11/19 8/11	わー、すご
18:13	あすか 11/19 8/11	雪だるま作れるね
18:15	ゆうげん	でももう結構
18:15	ゆうげん	かたまってる
18:17	あすか 11/19 8/11	氷っぽいよね
18:17	あすか 11/19 8/11	のね
18:21	ゆうげん	これきをつけないと
18:21	ゆうげん	コケるな
18:28	あすか 11/19 8/11	うん、ホントこけるよ
18:28	あすか 11/19 8/11	今家？よね？
18:28	ゆうげん	まだやってる
18:29	あすか 11/19 8/11	だよね
18:29	あすか 11/19 8/11	結構遅くなりそう
18:29	あすか 11/19 8/11	？
18:29	ゆうげん	19:00くらいかな
18:36	ゆうげん	終わったらいうね
19:02	ゆうげん	おわたよー
19:10	あすか 11/19 8/11	お疲れ様
19:10	あすか 11/19 8/11	ご飯準備してた
19:10	ゆうげん	今日は
19:11	ゆうげん	ほうれん草パスタするよ
19:11	あすか 11/19 8/11	ほうれん草パスタ作るの？
19:11	ゆうげん	ママパスタソース送ってくれたやんな
19:11	あすか 11/19 8/11	パスタ何送ったかな？
19:11	あすか 11/19 8/11	"2種類くらいパスタの麺入りの
送った気がする"
19:19	ゆうげん	チーズパスタあったわ
19:19	ゆうげん	これにほうれん草
19:19	ゆうげん	入れる
19:21	ゆうげん	[写真]
19:21	ゆうげん	送るねー
19:21	あすか 11/19 8/11	"チーズパスタおくったね！
簡単に出来そ？"
19:21	ゆうげん	茹でるだけよー
19:21	ゆうげん	卵も入れるよー
19:21	あすか 11/19 8/11	"わーー！
パパと一緒にできるの嬉し"
19:22	ゆうげん	おいチーもする
19:22	あすか 11/19 8/11	チーズパスタに卵とほうれん草？
19:22	ゆうげん	そ
19:22	あすか 11/19 8/11	すご！！
19:22	あすか 11/19 8/11	できあがりの写真みたい
19:22	あすか 11/19 8/11	あのパスタ袋開けて茹でるだけ？
19:33	ゆうげん	らしいね
19:34	ゆうげん	ビールのみたーー
19:38	あすか 11/19 8/11	できあがった？
19:38	あすか 11/19 8/11	ビールね、飲みたくなるよね
19:38	ゆうげん	炭酸水のむわ
19:44	あすか 11/19 8/11	お家にあるの？
19:44	ゆうげん	つくれるー
19:44	あすか 11/19 8/11	あ！なるほど
19:46	あすか 11/19 8/11	いけそうだったらビデオ通話しよ
19:47	ゆうげん	出来たらするね
19:50	あすか 11/19 8/11	パスタ作ってるとこ？
19:54	ゆうげん	でけた
19:55	あすか 11/19 8/11	みたーーい
19:56	ゆうげん	[写真]
19:57	あすか 11/19 8/11	おぉ
19:57	あすか 11/19 8/11	おいしそ
19:57	あすか 11/19 8/11	麺太いのね
19:57	あすか 11/19 8/11	ビデオ通話してい？
19:58	ゆうげん	うーま
19:58	ゆうげん	いいよ
20:24	あすか 11/19 8/11	☎ 通話時間 23:44
21:27	ゆうげん	まま
21:27	ゆうげん	なぎ寝たら教えてね
21:56	あすか 11/19 8/11	なぎ寝た
21:56	あすか 11/19 8/11	洗い物してくるよ
22:01	ゆうげん	まま
22:01	ゆうげん	お疲れ様
22:01	ゆうげん	戻ったら
22:01	ゆうげん	でんわしょ
22:19	あすか 11/19 8/11	ただいま
22:20	あすか 11/19 8/11	起きてる？
22:21	ゆうげん	起きてるよ
22:21	ゆうげん	もっかいゴミ捨てるね
22:22	あすか 11/19 8/11	はーい
22:28	ゆうげん	☎ 通話時間 0:37
22:53	ゆうげん	[写真]
22:54	ゆうげん	[写真]
23:58	あすか 11/19 8/11	☎ 通話時間 1:29:52

2022/01/07(金)
02:10	あすか 11/19 8/11	寝た時の記憶ない。。
02:10	あすか 11/19 8/11	電話切れちゃってるね…
02:10	ゆうげん	俺ミスって
02:10	ゆうげん	切っちゃった
08:41	ゆうげん	☎ 通話時間 6:30:42
09:13	あすか 11/19 8/11	パパ
09:13	あすか 11/19 8/11	元気？
09:13	あすか 11/19 8/11	"今日も無理せず
お仕事ファイトです"
09:32	ゆうげん	がんなるよぉーー
09:36	あすか 11/19 8/11	[動画]
09:36	あすか 11/19 8/11	[動画]
09:36	あすか 11/19 8/11	[動画]
09:36	あすか 11/19 8/11	[動画]
09:36	あすか 11/19 8/11	[動画]
09:36	あすか 11/19 8/11	[動画]
09:36	あすか 11/19 8/11	[動画]
09:36	あすか 11/19 8/11	昨日は午前中外行けなかったから家でいっぱい遊んだ
10:16	ゆうげん	かわいい
11:02	ゆうげん	ナギの
11:02	ゆうげん	鼻→鼻指ツッコミ
11:02	ゆうげん	おもろい
12:26	ゆうげん	マリオ届いたから
12:26	ゆうげん	送るねー
13:20	あすか 11/19 8/11	なぎ寝た
13:20	あすか 11/19 8/11	おもしろいよね
13:20	あすか 11/19 8/11	マリオありがと
14:09	あすか 11/19 8/11	"あー。大丈夫大丈夫って
言い聞かせて頑張ってるけど
やっぱ心配になる"
14:16	あすか 11/19 8/11	大丈夫？
14:16	ゆうげん	大丈夫やで
14:16	あすか 11/19 8/11	うん、ごめん
14:45	ゆうげん	落ち込まんで
15:19	あすか 11/19 8/11	[写真]
15:19	あすか 11/19 8/11	怒
15:20	ゆうげん	なぜ
15:20	あすか 11/19 8/11	誰のせいで心配性爆発してると思てるねん
15:20	あすか 11/19 8/11	[スタンプ]
15:21	ゆうげん	ガードレール
15:22	あすか 11/19 8/11	だけじゃない
15:23	あすか 11/19 8/11	[写真]
15:23	あすか 11/19 8/11	なんかナギ寝ながら口ちゅぱちゅぱしてて
15:23	あすか 11/19 8/11	その途中の写真やから口かわい
15:33	ゆうげん	かわいい
15:33	ゆうげん	上のメガネママ
15:33	ゆうげん	超かわ
16:19	あすか 11/19 8/11	怒ってる顔
16:19	あすか 11/19 8/11	したのに
16:19	あすか 11/19 8/11	（笑）
16:22	ゆうげん	ちょっときつい感じの目が好き
16:45	あすか 11/19 8/11	なんだそれ
16:47	あすか 11/19 8/11	東京コロナ922やって
16:48	ゆうげん	ママのルックス好きやし
16:48	ゆうげん	当然
16:48	ゆうげん	うーn
16:48	ゆうげん	増えたなぁ
17:04	あすか 11/19 8/11	"いつまでそんなこと
言ってくれるんやろー"
17:05	あすか 11/19 8/11	がんばらな
17:05	あすか 11/19 8/11	先月まで2桁やったのにね
17:37	ゆうげん	いつまでもきれいよ
17:50	あすか 11/19 8/11	何してほしいの（笑）
17:55	ゆうげん	ハグミー
18:03	あすか 11/19 8/11	I want you to too
18:08	ゆうげん	[写真]
18:12	あすか 11/19 8/11	わーーーーーい
18:12	あすか 11/19 8/11	パパと一緒にゲーム
18:31	ゆうげん	送るねー
18:39	あすか 11/19 8/11	ありがとーーー
18:41	ゆうげん	お仕事おわたよ
18:41	ゆうげん	あーねむ
18:44	あすか 11/19 8/11	お疲れ様
18:44	あすか 11/19 8/11	今日は晩ご飯何するのー？
18:44	ゆうげん	豚肉とほうれん草蒸し
18:45	ゆうげん	ブロッコリー蒸しマヨ和えがサブ
18:46	ゆうげん	と思ったけど
18:46	ゆうげん	麻婆豆腐にする
18:46	あすか 11/19 8/11	なんか
18:46	あすか 11/19 8/11	しっかり作るのね
18:46	あすか 11/19 8/11	買いだめしてるんー？
18:56	ゆうげん	"いや
麻婆豆腐の元元々瑞江から"
18:56	ゆうげん	持ってきてて
18:56	ゆうげん	豆腐あるから作ろうかなって
18:57	あすか 11/19 8/11	豚肉とかも買って
18:57	あすか 11/19 8/11	ちゃんとしてて
18:57	あすか 11/19 8/11	すごいなーて
18:57	あすか 11/19 8/11	思っただけ
18:57	ゆうげん	いや
18:57	ゆうげん	痩せようと思って
18:57	ゆうげん	食生活見直す
18:58	あすか 11/19 8/11	どしたん
18:58	あすか 11/19 8/11	痩せようなんて
18:58	ゆうげん	いや
18:58	ゆうげん	写真撮っていきたいから
18:58	ゆうげん	かっこよくならないと
18:58	あすか 11/19 8/11	あぁ
18:58	ゆうげん	リアルに
18:58	あすか 11/19 8/11	そこね
18:58	あすか 11/19 8/11	私も美意識高めなきゃ〜
18:59	あすか 11/19 8/11	"一眼で撮られても大丈夫な
顔になりたい"
20:33	あすか 11/19 8/11	☎ 通話時間 1:32:09

2022/01/08(土)
00:18	あすか 11/19 8/11	☎ 通話時間 2:32:53
07:46	ゆうげん	おはよう
07:46	ゆうげん	切れちゃってた
08:01	あすか 11/19 8/11	☎ 通話時間 13:03
08:27	ゆうげん	今日ダイソーいかないと
08:50	あすか 11/19 8/11	行く時教えてね
08:50	あすか 11/19 8/11	気をつけてね
08:50	ゆうげん	おけけ
08:51	あすか 11/19 8/11	リビングのテレビのリモコン潰れてなぎちゃんにiPhoneでYouTube見せなあかんくて大変
08:51	ゆうげん	買い替えたら？
08:51	ゆうげん	Amazonでポチれる
08:51	あすか 11/19 8/11	どーするんかわからん〜
08:55	ゆうげん	なんて言うテレビ?
08:55	ゆうげん	ブランド
09:17	あすか 11/19 8/11	今見れない
09:17	ゆうげん	後ででいいよー
09:18	あすか 11/19 8/11	"リモコンどうするかは
棚橋のあれやから
私は何も言わんとこうと
思ってるけどね"
09:18	あすか 11/19 8/11	(´・ω・｀)
09:37	ゆうげん	安いなら買ったらいい
10:00	ゆうげん	ついた?
11:01	ゆうげん	ママ
11:01	ゆうげん	ありがとうね
11:37	あすか 11/19 8/11	"さぁ家出よーて時に
ナギうんちしてて
着くの遅くなった（笑）"
11:37	あすか 11/19 8/11	梛帰りの自転車でうとうとしてそのまま今寝てるー
11:37	あすか 11/19 8/11	パパはなんか食べてるの？
11:45	ゆうげん	お茶漬け3杯食べた
11:45	ゆうげん	お疲れ様
11:46	あすか 11/19 8/11	パパもお疲れ様〜
11:46	あすか 11/19 8/11	え
11:46	あすか 11/19 8/11	この短時間で3？
11:47	ゆうげん	さん
11:47	ゆうげん	うまー
11:48	あすか 11/19 8/11	何味食べたん??
11:49	あすか 11/19 8/11	3種類送ったっけな🤔
11:49	ゆうげん	うめうめわさび
11:49	あすか 11/19 8/11	わさびっておいしいの？
11:49	ゆうげん	美味しいけど
11:49	ゆうげん	梅の方が好き
11:49	あすか 11/19 8/11	美味しいよね梅
11:51	ゆうげん	ままもたんと食べや
12:02	あすか 11/19 8/11	お昼何食べよかな
12:06	ゆうげん	ねこまんま
12:09	あすか 11/19 8/11	（笑）
12:09	あすか 11/19 8/11	おいしいな、ねこまんま
12:11	あすか 11/19 8/11	"家出る前ニット帽ぬげて
自分で被り直しててんけど
その時の被り方めっちゃおもしろかった"
12:12	あすか 11/19 8/11	[写真]
12:12	あすか 11/19 8/11	[写真]
12:12	あすか 11/19 8/11	"ニット帽の正面真横にあるし
前髪全部ニット帽の中に入ってる"
12:17	ゆうげん	adidas履いたヤンキーみたい
12:18	あすか 11/19 8/11	知らん間にこれやからめっちゃおもしろかった
12:21	あすか 11/19 8/11	[写真]
12:21	あすか 11/19 8/11	この時のクリスマスディナー
12:21	ゆうげん	なつかし
12:21	あすか 11/19 8/11	おいしそうすぎる
12:21	ゆうげん	もっとオシャレに乗りつけたいな
12:21	ゆうげん	次は
12:21	ゆうげん	まあ
12:21	あすか 11/19 8/11	うんうん、そだね
12:21	ゆうげん	次のクリスマスは
12:22	ゆうげん	家族一緒にマイホームで
12:22	ゆうげん	ツリー立てるか
12:22	あすか 11/19 8/11	ツリーほしい！
12:26	ゆうげん	どこなおそう
12:27	ゆうげん	大きいのの収納場所ないな
12:37	あすか 11/19 8/11	アルザスツリーよさげ
12:37	あすか 11/19 8/11	[写真]
12:37	あすか 11/19 8/11	[写真]
12:37	あすか 11/19 8/11	[写真]
12:37	ゆうげん	うわ
12:38	ゆうげん	コンパくと
12:38	あすか 11/19 8/11	IKEAに売ってるケースに片付けてる
12:38	ゆうげん	片付けめんどっちそうやけど
12:38	ゆうげん	よさげ
12:38	あすか 11/19 8/11	"アルザスツリーに
脚隠しの木と
自分好みのオーナメント"
12:39	あすか 11/19 8/11	"早めに手に入れとかな
売り切れそうやね"
12:39	ゆうげん	そんな人気なのか
12:39	ゆうげん	もうイケアで買いに行こ
12:40	ゆうげん	安いな
12:41	あすか 11/19 8/11	[写真]
12:51	ゆうげん	アルザスってブランドなのかね
12:57	あすか 11/19 8/11	わかんない
13:32	あすか 11/19 8/11	☎ 通話時間 34:30
13:32	あすか 11/19 8/11	あ、切れちゃった、、
13:33	あすか 11/19 8/11	ダイソー行くの？
13:33	あすか 11/19 8/11	気をつけてね
13:33	ゆうげん	荷物も出さないとやし
13:33	ゆうげん	うん
13:33	ゆうげん	いてくる
13:33	あすか 11/19 8/11	"無理せずね！
まだ滑るとこあるやろうし"
13:36	あすか 11/19 8/11	[写真]
13:36	ゆうげん	ちゅ
14:33	あすか 11/19 8/11	ダイソーいけた？
14:33	あすか 11/19 8/11	大丈夫？
14:34	ゆうげん	先荷物出し言ってた
14:34	ゆうげん	今からダイソー
14:34	あすか 11/19 8/11	そうなんやね
14:34	あすか 11/19 8/11	歩き？自転車？
14:35	あすか 11/19 8/11	どっちみち気をつけるんよ〜
14:35	あすか 11/19 8/11	[動画]
14:35	あすか 11/19 8/11	[写真]
14:35	ゆうげん	あらかわい
14:35	あすか 11/19 8/11	写真のナギの顔なんか怖くない？笑
14:35	ゆうげん	チャリ
14:35	ゆうげん	ピエロみたい
14:35	あすか 11/19 8/11	自転車なのね
14:35	あすか 11/19 8/11	明るくても気をつけてね
14:36	あすか 11/19 8/11	場所によったら凍結してる道あるだろうし
14:37	あすか 11/19 8/11	[写真]
14:37	あすか 11/19 8/11	[写真]
14:37	あすか 11/19 8/11	ブレたけどかわい
14:40	ゆうげん	だいぶ溶けてる！
14:40	ゆうげん	お散歩行っといで！
14:43	あすか 11/19 8/11	"残ってるとこあるかもやから
十分に気をつけてね"
14:43	あすか 11/19 8/11	[動画]
14:43	あすか 11/19 8/11	あーりんちきたよ
14:44	ゆうげん	もちろん
14:45	ゆうげん	何で遊んでるの?
14:51	あすか 11/19 8/11	なんかハムスターのムニュムニュしたやつとアザラシのライト
14:52	ゆうげん	かわい
14:52	ゆうげん	あったかい??
15:22	あすか 11/19 8/11	あったかいとは??
15:22	あすか 11/19 8/11	お家ついた？
15:22	あすか 11/19 8/11	大丈夫？
15:22	ゆうげん	お家いるよ
15:22	ゆうげん	大丈夫
15:23	あすか 11/19 8/11	帰ってきたのね
15:23	あすか 11/19 8/11	おかえり
15:23	あすか 11/19 8/11	[写真]
15:23	あすか 11/19 8/11	[写真]
15:23	あすか 11/19 8/11	ナギの顔、、（笑）
15:24	ゆうげん	なんか別人笑
15:26	あすか 11/19 8/11	アプリで撮ってるからかな（笑）
15:26	あすか 11/19 8/11	[写真]
15:27	あすか 11/19 8/11	片方マスカラつけ不足かな
15:27	あすか 11/19 8/11	全然目ちがう
15:27	あすか 11/19 8/11	"自まつげケアしたいなぁ
伸びるかなぁ"
15:27	あすか 11/19 8/11	[写真]
15:27	あすか 11/19 8/11	[写真]
15:27	あすか 11/19 8/11	[写真]
15:30	ゆうげん	あ
15:31	ゆうげん	まつげ美容液送らないとね
15:31	ゆうげん	ずっと食ってる
15:34	あすか 11/19 8/11	まつげ美容液の話してたっけ？
